locus_tag	localization	sense_tags	annotation	antisense_tags	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU9	Chr	sll1212; sll1213	GDP-mannose 4;6-dehydratase ; GDP-fucose synthetase	NA	1212.0654766126268	-1.5380361382334362	0.14295819669995066	-10.75864255242083	5.395912140506234e-27	4.834988250551283e-25
TU5047	pSYSM	sll5042	probable sulfotransferase	NA	1413.1058914036134	-1.9028609943336021	0.17917417117165144	-10.620174670771235	2.4011140863136933e-26	2.10261194876515e-24
TU2857	Chr	ncl1350	NA	NA	2331.7275682386517	1.4651314501326342	0.14147790415084002	10.355902986593225	3.9345615670738508e-25	3.3688590484301215e-23
TU3563	Chr	ssl2874	hypothetical protein	slr1573	1583.9232048275342	-1.784250054324313	0.17256384221406604	-10.339651872788881	4.662280973436856e-25	3.9051670849243925e-23
TU1398	Chr	sll0843	unknown protein	NA	628.2483723413651	1.2296274502176883	0.11909742162841734	10.324551391667509	5.457331008890329e-25	4.4738502930328596e-23
TU288	Chr	slr1295	iron transport protein	ssl2384; sll1198	485.37814662812514	1.695084158959659	0.16633915432155902	10.190530100224041	2.185691153266635e-24	1.7544725028200717e-22
TU948	Chr	sll1736	hypothetical protein	slr1829; slr1830	672.7662810361235	-1.2196379809621172	0.12016962319946367	-10.149303530208295	3.337365812555153e-24	2.624259280770409e-22
TU2338	Chr	slr1945	phosphoglyceromutase	ncl1090	2053.2650614991053	-0.9634249984195172	0.09535138195208576	-10.103943736270546	5.306429853679514e-24	4.0891348452454337e-22
TU335	Chr	sll0927	S-adenosylmethionine synthetase	NA	834.4802382762465	-1.1715891141404369	0.1159843282581764	-10.101270850424957	5.4530877489261514e-24	4.11975433266911e-22
TU3222	Chr	sll0794	coaR;  cobalt-dependent transcriptional regulator	NA	70.77102612450682	2.3333046378640026	0.231397560450117	10.083531707617114	6.5334641319024326e-24	4.841045634657706e-22
TU483	Chr	slr1046	putative TatA protein 	NA	225.24439799509398	-1.6240439841719871	0.16146002731919998	-10.058489467249485	8.428153902188017e-24	6.127108865118948e-22
TU3389	Chr	sll0498	hypothetical protein	slr0544	1854.889059534715	1.1420424336333923	0.11363965369093082	10.049682452741711	9.216392295340097e-24	6.576066576656554e-22
TU1506	Chr	slr1719; slr1720; slr1721	DrgA protein homolog ; aspartyl-tRNA synthetase ; hypothetical protein	NA	1744.0688461780835	-1.0100861530755116	0.10154969634641481	-9.94671761134392	2.6063835404600003e-23	1.825890142071342e-21
TU5022	pSYSM	slr5010	integrase/recombinase	NA	232.16529117658988	2.0598899055400426	0.20720488919998326	9.941319017583341	2.7515923882159933e-23	1.8931938342493254e-21
TU292	Chr	Norf1; sll1193	NA; hypothetical protein	ncr0140	20240.819097830758	1.3197084672569195	0.1333497756711919	9.89659308097375	4.3069767768185414e-23	2.911365179137165e-21
TU2780	Chr	sll0689	Na.H+ antiporter	NA	588.1327544618728	-1.5150389940157036	0.15396133720470673	-9.840386044460697	7.542087560182549e-23	5.010286787824717e-21
TU2217	Chr	slr0394	phosphoglycerate kinase	NA	2858.58174302538	-1.1752628754807384	0.1195038378408824	-9.834519934377202	7.994798664177049e-23	5.221010042893927e-21
TU2584	Chr	slr0011; slr0012	possible Rubisco chaperonin ; ribulose bisphosphate carboxylase small subunit	NA	5237.508359232914	-2.1715992650926164	0.2261384299881229	-9.602964278148884	7.767767248796884e-22	4.9882012016023994e-20
TU1191	Chr	ncr0470; slr0885	ncRNA; hypothetical protein	sll0869	586.0803548199245	1.2553681067888436	0.1308137129832277	9.596609393311853	8.261751784503652e-22	5.218447479621733e-20
TU195	Chr	slr1105	elongation factor EF-G	ncl0050	1181.0359152339502	-1.1638879440884913	0.12216479744888507	-9.527195791205509	1.6158907047527776e-21	1.0041978847439439e-19
TU1065	Chr	NA	NA	NA	119.08241285038737	1.8578732414111712	0.19550092932476232	9.50314276166385	2.0364943010278924e-21	1.2454940542635665e-19
TU3355	Chr	slr0533	sensory transduction histidine kinase	sll0513	712.2116475783744	1.0425608619473683	0.11197947068212508	9.310285676442199	1.2748898093912266e-20	7.67523505560062e-19
TU183	Chr	slr1094	hypothetical protein	NA	576.006770183729	1.207229079595601	0.12975582939511904	9.303852360416672	1.3544712904142492e-20	8.0288890491786185e-19
TU1811	Chr	sll1242	hypothetical protein	slr1353; slr1956	1651.8746445017186	-1.1406323079299021	0.1235152160251336	-9.234751349969704	2.588866018865488e-20	1.5113486016195037e-18
TU2974	Chr	NA	NA	slr0580	578.3322878764125	-1.0041771988940917	0.10969272374391513	-9.154455871096877	5.463243435910511e-20	3.141772680382567e-18
TU1711	Chr	slr1330; slr1331; slr1332	ATP synthase epsilon chain of CF(1) ; periplasmic processing protease ; beta ketoacyl-acyl carrier protein synthase	NA	1606.207098332198	-0.9007392018060743	0.0984925178054796	-9.14525511049492	5.948928630422889e-20	3.370767943091087e-18
TU2847	Chr	sll0379; sll0380	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosami ne o-acyltransferase ; probable glycosyltransferase	slr0420; slr0421	638.459403901915	-1.0581740639125459	0.11585713259376182	-9.133439091945228	6.635708592911197e-20	3.705418146157513e-18
TU1763	Chr	sll0807; SyR48	pentose-5-phosphate-3-epimerase ; ncRNA	slr0821	3575.8352581018385	-0.7923468141549951	0.08716944761044827	-9.089730815961063	9.928455999150588e-20	5.4649058521038886e-18
TU2113	Chr	slr1623; slr1624	hypothetical protein ; hypothetical protein	sll1538	885.9499181766937	-1.0040670432520673	0.1112425948614187	-9.025922529970568	1.7818760038838485e-19	9.669814426710518e-18
TU7079	pSYSA	sll7090; sll7089	sll7090; sll7089	slr7088	4420.023777812138	-1.5433214112466505	0.17183399227929175	-8.98146746621705	2.6717911730234935e-19	1.4297793596749335e-17
TU1608	Chr	slr2104	hybrid sensory kinase	sll1973	1027.8518712023492	0.9252047289774259	0.10320295119187417	8.964905734694467	3.10546376485498e-19	1.6390892994501698e-17
TU2615	Chr	slr0213; slr0214	GMP synthetase ; cytosine-specific methyltransferase(5'-CGATCG-3')	NA	1072.9601980437542	-1.0134748416796961	0.11315208657279427	-8.956749030232828	3.3439166536208235e-19	1.7410960630271666e-17
TU3590	Chr	sll0735; sll0736	hypothetical protein ; hypothetical protein	NA	1032.0126815867754	-0.828884315976008	0.09261839997998857	-8.949456222036869	3.5723778077744248e-19	1.8352495591139812e-17
TU2926	Chr	ssr1528	hypothetical protein	NA	637.5207558436656	-1.149226456184054	0.1294059897901857	-8.880782551467433	6.639162517356414e-19	3.365880681496613e-17
TU182	Chr	NA	NA	slr1093; ncr0090; slr1094	122.38938146025133	-1.6587197583192792	0.18708579369145606	-8.866091463122304	7.575825281007671e-19	3.79086426074319e-17
TU3311	Chr	sll0039; sll0040; sll0041; sll0042; sll0043; sll0044	positive phototaxis protein; two-component respons e regulator CheY subfamily ; positive phototaxis protein; homologous to chemota xis protein CheW ; phytochrome-like photoreceptor protein for positiv e phototaxis: homologous to methyl-accepting chemotaxis p rotein ; methyl-accepting chemotaxis protein for positive p hototaxis ; positive phototaxis protein; homologous to chemota xis protein CheA; two-component hybrid histidine kinase ; unknown protein	NA	11586.314019566127	0.9229611887748174	0.10426787175246631	8.85182725284681	8.609789408543204e-19	4.2530152039893544e-17
TU2855	Chr	sll0376	unknown protein	NA	2653.4991099058598	1.6060416592117495	0.1816804526516476	8.839925461277657	9.57824825478823e-19	4.671517788063171e-17
TU2393	Chr	slr0169	hypothetical protein	ssl0318	407.2423556708172	-1.1362827801149646	0.12870207304570958	-8.8287838200664	1.0582002483577955e-18	5.096556946153233e-17
TU2940	Chr	ssl1690; sll0891; sll0892	hypothetical protein ; malate dehydrogenase ; aspartate 1-decarboxylase	slr0918; slr0919; slr0920	4833.871386500284	0.8493385945807758	0.09644529826717468	8.80642820169337	1.291967927500037e-18	6.145620277355114e-17
TU2873	Chr	slr0426; ncr1395; slr0427	GTP cyclohydrolase I ; ncRNA; putative competence-damage protein	sll0188; sll0189	1552.886803065979	-0.9494150997255167	0.1079318727559969	-8.79642940942823	1.4123834717643932e-18	6.636479898424642e-17
TU1170	Chr	ssr1480	RNA-binding protein	NA	11294.977522330599	-1.1774373074020485	0.1360638175278324	-8.65356660422378	4.991449152183999e-18	2.317114889562042e-16
TU3290	Chr	slr0713	queuine tRNA-ribosyltransferase	ssl1255; sll0658; sll0659; sll0660	514.7341027599389	-1.118100353203456	0.1293250073028951	-8.645662401431204	5.3494056851659775e-18	2.453721441064823e-16
TU3017	Chr	sll0822; sll0823	hypothetical protein ; probable succinate dehydrogenase iron-sulfur prote in	slr0845	3535.568789323102	-0.7607981487672052	0.08801840212996068	-8.643625995889742	5.445660853094453e-18	2.4684860314085794e-16
TU1718	Chr	NA	NA	slr1334	293.99097201261344	-1.4677064136078188	0.1703301929565488	-8.616830569681973	6.883287203666166e-18	3.0838727436890394e-16
TU3176	Chr	NA	NA	slr0299; slr0300	63.33945623008222	2.6151366363110715	0.30619656973087894	8.540711734979778	1.3339761538031904e-17	5.907827724831831e-16
TU5062	pSYSM	slr5055; slr5056	slr5055; slr5056	sll5057	8294.108000718259	-2.000787241264738	0.23439548461510615	-8.535946178955498	1.3901306525395604e-17	6.086560686630598e-16
TU84	Chr	slr1127; slr1128	unknown protein ; hypothetical protein	NA	2438.6847082327677	0.8038788638617167	0.09447559529624663	8.5088520621754	1.7566379417821382e-17	7.604860662569189e-16
TU7075	pSYSA	slr7080; slr7081; slr7082	slr7080; slr7081; slr7082	NA	1676.8630637765993	-0.7730387525230227	0.0915566224234579	-8.443286045957949	3.0853883821828135e-17	1.3208890485055977e-15
TU421	Chr	NA	NA	ncr0200; ssr1155; slr0689	153.72398867481974	1.3863035341910646	0.1649272779188239	8.40554425977608	4.258819023778647e-17	1.803212054793311e-15
TU1524	Chr	slr1727	Na+.H+ exchanger	sll1592	491.622934256643	-0.9959590957664273	0.11858268108137802	-8.398857967150741	4.508417279015148e-17	1.888144758265801e-15
TU1765	Chr	slr0822	cation-transporting ATPase E1-E2 ATPase	NA	422.54411268471716	1.0447885907522065	0.12493848060108863	8.362424336566672	6.144239033626491e-17	2.5455648383400937e-15
TU2187	Chr	sll0272; sll0273	hypothetical protein ; Na+/H+ antiporter	NA	759.4446922369259	-1.0276860196877209	0.12306010719008942	-8.351089911698736	6.763590800516282e-17	2.7723526972754504e-15
TU1288	Chr	ncl0530; sll2012; sll2013; sll2014	ncRNA; group2 RNA polymerase sigma factor SigD ; hypothetical protein ; sugar fermentation stimulation protein	NA	1159.5374585896855	-0.7138737461770918	0.08623581079075077	-8.278158918332549	1.250942145292145e-16	5.073557985063827e-15
TU1074	Chr	sll1131; sll1132	unknown protein ; unknown protein	NA	187.59542167831214	-1.2492894571118442	0.15135797102931917	-8.253872912116718	1.533424159484836e-16	6.154461756765701e-15
TU80	Chr	slr1124; slr1125	phosphoglycerate mutase ; probable glucosyl transferase	NA	704.4638992833062	-1.0332594903321606	0.12546108364296826	-8.235697160663507	1.7851498828314448e-16	7.09090979231913e-15
TU2976	Chr	slr0581; slr0582	unknown protein ; unknown protein	sll0540	1545.9188118634459	0.9226338983790061	0.11214838236825253	8.226903312340504	1.9211540939176967e-16	7.553272167209066e-15
TU621	Chr	sll1830	unknown protein	NA	329.09716923999883	-1.1807235496611945	0.1436213587656815	-8.221086054390748	2.0166849046395467e-16	7.848774684420376e-15
TU3579	Chr	sll1471; sll1472; sll1473; sll1474; sll1475	phycobilisome rod-core linker polypeptide ; unknown protein ; a part of phytochrome-like sensor histidine kinase gene (disrupted by insertion of IS) ; putative transposase [ISY203_g] ; a part of phytochrome-like sensor histidine kinase gene (disrupted by insertion of IS)	slr1583	1476.2052589456066	-1.2325741204171308	0.1505314452556821	-8.18815044473643	2.652711033453308e-16	1.0220895611895596e-14
TU2907	Chr	ssr0330; slr0209	ferredoxin-thioredoxin reductase; variable chain ; unknown protein	NA	847.7747621033285	-0.8138363295291019	0.09953713183413802	-8.176208360968488	2.9291529417416907e-16	1.114277071653239e-14
TU3528	Chr	sll0621; sll0622	putative c-type cytochrome biogenesis protein CcdA ; quinolinate synthetase	NA	952.7504785076103	0.9020296492553126	0.11033514532800684	8.175361047232396	2.949812128435774e-16	1.114277071653239e-14
TU974	Chr	slr1843; slr1844	glucose 6-phosphate dehydrogenase ; excinuclease ABC subunit A	NA	978.2629215423111	-0.7464333834641111	0.09150628518870048	-8.157181574192933	3.4293265925945426e-16	1.2828345010938615e-14
TU2825	Chr	ncr1380	NA	sll0601; ncl1330	286.1848401772801	1.5500431245032633	0.19369177943541194	8.002627313463954	1.2179213983267235e-15	4.5121645651469856e-14
TU253	Chr	sll1663; sll1664	phycocyanin alpha phycocyanobilin lyase related pr otein ; probable glycosyl transferase	NA	786.4569548398897	-0.8441120480430593	0.10568522393753496	-7.987039404316066	1.3821792217996712e-15	5.071939563422984e-14
TU3083	Chr	sll0477; sll0478; sll0479	putative biopolymer transport ExbB-like protein ; unknown protein ; unknown protein	NA	301.3026744146624	1.2531566895880961	0.1574212265934014	7.960531859053781	1.7130133982691045e-15	6.226642097670622e-14
TU3371	Chr	slr0537	putative sugar kinase	sll0507	518.7965790963815	-0.8172756395664548	0.10274960194685655	-7.954051636999631	1.80508834422278e-15	6.500005037654553e-14
TU733	Chr	slr1705	aspartoacylase	NA	468.22385420886314	-0.8818627243198379	0.11098948982330194	-7.945461554276766	1.934690532549183e-15	6.902187612881482e-14
TU2867	Chr	sll0370; sll0371	carbamoyl-phosphate synthase; pyrimidine-specific; large chain ; unknown protein	NA	670.7460516863799	-0.9788478928007095	0.12321972106272115	-7.943922323135738	1.9588628774412763e-15	6.924310703469026e-14
TU1223	Chr	slr1406; slr1407; slr1409; slr1410	periplasmic protein; function unknown ; unknown protein ; periplasmic WD-repeat protein ; periplasmic WD-repeat protein	sll1783; sll1784; ssl3410; sll1785; sll1304; sll1305; sll1306; sll1307	867.4549092188659	-1.0792072249392033	0.13613542502429501	-7.927453304285829	2.236855829102816e-15	7.835095917757409e-14
TU2929	Chr	slr0907; slr0909; slr0912; slr0913; slr0914	unknown protein ; unknown protein ; unknown protein ; unknown protein ; unknown protein	NA	1255.9306318118465	-0.8686350387751272	0.11003993258103943	-7.893816530062091	2.9308292881791797e-15	1.0173410132751693e-13
TU1310	Chr	ssl3291; sll1709; sll1710	hypothetical protein ; 3-ketoacyl-acyl carrier protein reductase ; putative transposase [ISY523_b]	slr2144; slr1803	619.3775442120426	-0.8930257825528646	0.11335057625598458	-7.8784406048020905	3.3149200344250504e-15	1.137157111848394e-13
TU2178	Chr	slr0445	hypothethical protein	sll0419; sll0420	721.8002509749397	0.9686148644277859	0.12295679599179794	7.877684650244132	3.3350312390051524e-15	1.137157111848394e-13
TU5082	pSYSM	sll5069	unknown protein	NA	265.9601660972079	1.1431763004148814	0.1462369618762695	7.817286996034	5.397395210327387e-15	1.8242248899466161e-13
TU7052	pSYSA	sll7056	unknown protein	slr7057; slr7058	291.4804295173857	1.04101503511939	0.13364913002171322	7.789164321161405	6.745383534380438e-15	2.25999676156242e-13
TU698	Chr	slr1396	unknown protein	NA	494.01569278164254	-1.1728326862902583	0.1508809097349318	-7.773234455907613	7.650694298558434e-15	2.541217683822901e-13
TU964	Chr	NA	NA	NA	155.4021307997449	-1.4842616787256944	0.19110318022338282	-7.766807841662932	8.048880895533241e-15	2.650627187221332e-13
TU998	Chr	sll1468	b-carotene hydroxylase	slr1543	900.3183200493825	-0.8038389821392976	0.10352422579664353	-7.764742754206231	8.181109882452985e-15	2.671340370939945e-13
TU720	Chr	NA	NA	ncr0300	214.4975390430403	-1.6464334168869392	0.2125117180412021	-7.747494736114862	9.372321773094361e-15	3.0345845203136617e-13
TU1635	Chr	slr1510	glycerol-3-phosphate acyltransferase PlsX	NA	483.9387285749179	-1.143028335757836	0.14760846588164903	-7.7436502637613245	9.660249949252768e-15	3.101745254539243e-13
TU1535	Chr	NA	NA	sll1586	217.84205967077875	1.2243535971169088	0.15862890111938674	7.718351375298503	1.1784396472953311e-14	3.752502447131331e-13
TU2179	Chr	sll0419; sll0420	unknown protein ; urease beta subunit	slr0445	321.33574534342347	-0.9441224870499166	0.12266610014133203	-7.696686256122338	1.3964019961440973e-14	4.410112205855088e-13
TU32	Chr	sll1404; sll1405; sll1406; sll1407; sll1408	biopolymer transport ExbB protein homolog ; biopolymer transport ExbD protein homolog ; ferrichrome-iron receptor ; probable methyltransferase ; transcriptional regulator	NA	261.9097682925475	0.9845813666211974	0.12794722364112687	7.695214781547767	1.4125669089675962e-14	4.424894553050527e-13
TU769	Chr	slr2023	ACP S-malonyltransferase	NA	410.74090919028635	-0.9537123611164467	0.12401099372243672	-7.690546882085794	1.465074313591543e-14	4.552363976022755e-13
TU650	Chr	NA	NA	slr1028	238.5758802577341	1.0314190837099846	0.1346742862046455	7.658619271556284	1.8794264922069223e-14	5.793144219578618e-13
TU7078	pSYSA	sll7087; sll7086; sll7085	sll7087; sll7086; sll7085	slr7083; ssr7084	2347.983605964403	-1.5791922922305115	0.20629913803857147	-7.654866167861797	1.9351366436038913e-14	5.917524990322058e-13
TU1480	Chr	sll1905	hybrid sensory kinase	slr1998	1138.5489995254065	0.7313308582529784	0.09588746379441489	7.626970505977402	2.4033454880160113e-14	7.291409578996608e-13
TU3113	Chr	ssr1038	unknown protein	NA	443.8872385742182	-1.199907028602588	0.15754010672711655	-7.616517809531572	2.6061064612287224e-14	7.844787652433021e-13
TU17	Chr	slr1315	hypothetical protein	NA	460.0062756283218	1.1706862103327647	0.15399435840271394	7.6021370034302045	2.912801175504244e-14	8.700017774587483e-13
TU1828	Chr	NA	NA	ncl0860; sll1894	288.04966894191773	1.1506379859238898	0.15145852566209927	7.59704995736548	3.029576049910425e-14	8.979197323311437e-13
TU1023	Chr	sll1450; sll1451; sll1452; sll1453; ssl2814; sll1454	nitrate/nitrite transport system substrate-binding protein ; nitrate/nitrite transport system permease protein ; nitrate/nitrite transport system ATP-binding prote in ; nitrate/nitrite transport system ATP-binding prote in ; unknown protein ; ferredoxin-nitrate reductase	smr0013	8218.670540039158	-1.0976821570121718	0.14464416523739762	-7.588845047503977	3.227694623415022e-14	9.493364415280976e-13
TU556	Chr	sll1942	unknown protein	slr2038	261.46294109691775	-1.032031274358559	0.13607067428618103	-7.5845238496284075	3.337102856222645e-14	9.740800988655946e-13
TU3381	Chr	sll0502; sll0503	arginyl-tRNA-synthetase ; hypothetical protein	NA	740.7457345422052	0.7690035317941888	0.10165959982327334	7.564494972742729	3.8937439561656396e-14	1.1280146964741512e-12
TU3282	Chr	slr0709	hypothetical protein	NA	271.8994270910951	-1.2390964937018403	0.16403728091028497	-7.553749286904634	4.229038944835406e-14	1.2160064966008073e-12
