locus_tag	gene_name	gene_product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sll0573	arcC	carbamate kinase	403.339105016894	1.8787681735755508	0.14579346965523823	12.886504299666678	5.361969163867022e-38	7.774855287607182e-36
slr0355	slr0355	hypothetical protein	564.6709964310511	2.5885170607401595	0.20208639650782595	12.808962431273384	1.4607469387111729e-37	2.0121789080746407e-35
slr1291	ndhD2	NADH dehydrogenase subunit 4	1454.7061964992547	-2.3828071900660204	0.18601432073035012	-12.809805076890735	1.4449708244404034e-37	2.0121789080746407e-35
slr0181	recO	hypothetical protein	296.8146387069266	1.8222278778662693	0.142381734230622	12.798185720330714	1.678264208628443e-37	2.2554233633031025e-35
sll1247-as	sll1247-as	asRNA	791.8707025735788	-3.4985580018816376	0.2738177909038178	-12.7769564948048	2.2053157946190896e-37	2.8931642924645676e-35
sll1031	ccmM	carbon dioxide concentrating mechanism protein CcmM;  putative carboxysome structural protein	3128.2785900919325	-1.3906541989437613	0.10893203912568826	-12.766255089920724	2.530388312939399e-37	3.2424278149525786e-35
slr1763	slr1763	probable methyltransferase	476.81183162758884	-1.51805393882798	0.12053087590738742	-12.59473083058328	2.257286476149938e-36	2.826738291724127e-34
sll1599	mntA	manganese transport system ATP-binding protein MntA	91.21424785721321	2.8877007782003643	0.23044633069275958	12.530903701176152	5.058298669175643e-36	6.1936057038128426e-34
ssr2595	hliB;  scpD	high light-inducible polypeptide HliB;  CAB/ELIP /HLIP superfamily	262.3264935057851	-3.4847971551117816	0.2787271433383099	-12.502539628449636	7.230393406859074e-36	8.660753841694239e-34
sll1598	mntC	Mn transporter MntC	167.41893642366247	2.6026409622964315	0.20837872209873204	12.489955481458768	8.470102369885064e-36	9.929843416609937e-34
ssl2874	ssl2874	hypothetical protein	744.9861149033194	-1.763211378582202	0.14209317491674525	-12.408839338098376	2.340205642511148e-35	2.6863610604659222e-33
ssr0330	ftrV	ferredoxin-thioredoxin reductase;  variable chai n	288.205500084733	-1.8530549415744018	0.14963011181886604	-12.384238166029094	3.180911161264406e-35	3.576902142564669e-33
sll1242	sll1242	hypothetical protein	1376.9878491257894	-1.6539096181607755	0.13523838763842397	-12.229586931949388	2.1603439791832814e-34	2.380699065059976e-32
ncl0350	ncl0350	ncl0350	278.51570870021806	2.064809510756043	0.16980832039494914	12.159648631784357	5.097747771437564e-34	5.507566709925682e-32
sll0370	pyrA	carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain	626.0566208190247	-1.6600155390762823	0.1373759971047188	-12.083737873151799	1.2873175022795583e-33	1.3640614303000705e-31
slr0581	slr0581	unknown protein	681.9705847987024	1.8257816236934798	0.15204295298946813	12.008327829701848	3.2127561439301416e-33	3.287926265041652e-31
slr1280	ndhK	NADH dehydrogenase subunit NdhK	1015.0936613572491	-1.4000539592418568	0.11659263012211321	-12.008082824579146	3.222287083706882e-33	3.287926265041652e-31
slr0907	slr0907	unknown protein	548.5413973988259	-1.5334578879161096	0.12853366632933025	-11.930398717384039	8.217893408537384e-33	8.232835032916544e-31
slr2009	ndhD6	NADH dehydrogenase subunit 4	415.3376606386254	-1.8259553401575774	0.15314666068961214	-11.922919715881413	8.990171838181466e-33	8.845686933639264e-31
ssl3335	secE	preprotein translocase SecE subunit	710.3181003004289	-1.7103989587147594	0.1440542042827378	-11.873301214851935	1.6290982286778008e-32	1.5747949543885408e-30
slr2135	hupE	hydrogenase accessory protein HupE	356.2517307687152	-1.5852668723352128	0.13360291730295748	-11.865510906026607	1.7880762096965145e-32	1.6986723992116888e-30
slr0080-as	slr0080-as	asRNA	285.98798688383766	1.6404034901477147	0.1387072054746808	11.826375454209185	2.851926838978138e-32	2.66340964114738e-30
slr0249	slr0249	hypothetical protein	134.69258709380347	1.9151130508807415	0.16201596556063763	11.820520553352337	3.057838567151428e-32	2.8081150841673948e-30
slr1167	gldA	glycerol dehydrogenase	874.2046820656625	1.297997194639001	0.11010294268573906	11.78894190270468	4.4509777925388776e-32	4.020473383096593e-30
ncr0250	ncr0250	ncr0250	219.29405470450612	2.0868329441412614	0.17781470998422752	11.7359972317609	8.333822282111852e-32	7.406348512005855e-30
slr1719	drgA	DrgA protein homolog	669.3613309286517	-1.7193062613266739	0.14670452895238464	-11.71951727464871	1.0124726767355899e-31	8.855118172719206e-30
sll1267	sll1267	unknown protein	1487.9380551541465	-1.2590655624948308	0.10744857324285426	-11.717843471491266	1.032673552903075e-31	8.89067386952491e-30
Norf1_3'UTR	Norf1	3'UTR of hypothetical protein	557.0831006550897	2.722400505571507	0.23287387808445614	11.690450332880086	1.4262832275199201e-31	1.2090493205591939e-29
ssl2615	atpH	ATP synthase C chain of CF(0)	1645.3766246888629	-1.4498774821554214	0.12554220101642982	-11.548925145622345	7.474941078250317e-31	6.240443233508977e-29
sll0148	sll0148	hypothetical protein	2093.189562450675	1.1723878508842238	0.10159269988935242	11.540079672664529	8.28484496582855e-31	6.813357576375419e-29
slr1544	slr1544	unknown protein	278.19261332357365	-3.3787934719163104	0.2934087856623039	-11.515652008474966	1.100241760776876e-30	8.915194267471451e-29
sll1882_5'UTR	sll1882	5'UTR of unknown protein	293.5843202393751	1.7652663281581495	0.153950846783984	11.466428181685039	1.945237402736093e-30	1.5533707375472279e-28
sll0066	sll0066	unknown protein	698.9240981302872	1.3403831301558522	0.11790925162427089	11.3679216150664	6.0408886856476254e-30	4.75504237970263e-28
ssl0020	petF	ferredoxin I;  essential for growth	1864.5628276192672	-1.9110066000201429	0.16882948215356033	-11.319152174393155	1.0548714866042344e-29	8.186397029844128e-28
slr2078	slr2078	hypothetical protein	214.48253709469782	1.9606328100387491	0.17544998604648204	11.174881538715642	5.412253788697452e-29	4.1418775521837444e-27
slr5054	slr5054	hypothetical protein	428.69559296516235	-2.4158418466092755	0.21764270014216083	-11.10003618330082	1.2539311291770637e-28	9.464603454473453e-27
slr0513	slr0513	iron transport system substrate-binding protein ;  periplasmic protein	861.2715597475922	1.4045327191043817	0.126722956798588	11.083490746958578	1.5087325897941723e-28	1.1233941310494443e-26
sll0656	nucH	unknown protein	841.5610912329569	1.2954147879360365	0.11727600402457049	11.045863974565796	2.2954875531673308e-28	1.6864181890602657e-26
slr0822	slr0822	cation-transporting P-type ATPase PacL	723.8952575229138	1.2835764528483422	0.11652605810232242	11.015359772328555	3.2224663041816947e-28	2.3362880705317287e-26
slr1094	slr1094	hypothetical protein	347.8297850069286	1.7170658557570941	0.15600034228502432	11.006808258278602	3.54335052056788e-28	2.535566411471301e-26
slr1469	rnpA	protein subunit of ribonuclease P (RNase P)	409.4541495525302	-1.6021662643207704	0.1459164305061098	-10.980026435430686	4.767842697533578e-28	3.368052982488463e-26
sll1424	sll1424	hypothetical protein	514.0572785271693	1.568737951204671	0.14312844953154527	10.960350345015955	5.926947432558283e-28	4.13385827258179e-26
slr8029	slr8029	resolvase	102.20116650091751	3.36710611618717	0.3085777003961457	10.911696184995055	1.0134747434483296e-27	6.98030729550037e-26
slr0006	slr0006	unknown protein	886.0113259062766	-1.6247460090352006	0.1496410947280765	-10.85761910515051	1.8347035869038966e-27	1.248051452325984e-25
sll1656	sll1656	hypothetical protein	1344.192211600659	1.0852599994229815	0.09998223690625345	10.854528094230938	1.8978454425501534e-27	1.2752595595672371e-25
slr1251	cyp	peptidyl-prolyl cis-trans isomerase	279.9176661271553	-1.5119037096558987	0.13930586742453885	-10.85312297039382	1.927256681058994e-27	1.279419796703019e-25
sll0735	sll0735	hypothetical protein	833.8722384872236	-1.1410585438172516	0.10572631757545375	-10.79256868095223	3.7320985341370294e-27	2.4480789194160757e-25
slr0920-as	slr0920-as	asRNA	143.6711162590041	1.859468260305547	0.17260226980447527	10.773139092620058	4.610098639542938e-27	2.9884286475154813e-25
slr7005	slr7005	hypothetical protein	111.28308246297503	2.6052509799605184	0.24247241174016823	10.744525372034024	6.288452065038631e-27	4.028996613763123e-25
slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	2179.3063667758533	-1.1716175402855709	0.10945057761898341	-10.704535012726714	9.691599154712377e-27	6.138012797984506e-25
slr1945	pgam1	2;3-bisphosphoglycerate-independent phosphoglycerate mutase 1	1875.8953457493865	-1.0858466259195287	0.10147148290163056	-10.701002832216224	1.0068261545187613e-26	6.3041046720436085e-25
slr1986	apcB	allophycocyanin beta subunit	23071.99838935518	-2.1748924528171267	0.20421791183360077	-10.649861382331906	1.7462489259790237e-26	1.0811046721510585e-24
slr0909	slr0909	unknown protein	231.19300992598335	-1.61417480006891	0.15199987828759337	-10.619579556601943	2.4164703853287706e-26	1.4794168692401696e-24
slr0853	rimI	ribosomal-protein-alanine acetyltransferase	180.2195621184822	1.6991712281291504	0.1602270912471819	10.604768612492899	2.8316403664563365e-26	1.7145426834257596e-24
sll1515	gifB	glutamine synthetase inactivating factor IF17	1917.041125780789	1.951800895333692	0.18502316757203816	10.548954063137876	5.1365702918297103e-26	3.0763589465197503e-24
sll0462	sll0462	hypothetical protein	436.4339241808111	1.200572222051049	0.11514181130416933	10.4269006058929	1.86885016753815e-25	1.1072434863586244e-23
slr1295	futA1	iron transport system substrate-binding protein	346.9066262838211	1.589886880030902	0.15290465453752672	10.397897204893152	2.534647680288807e-25	1.4857349700416304e-23
slr7094	slr7094	hypothetical protein; part of CRISPR3 system	537.5039777540647	-1.5526931209468142	0.1516436268144779	-10.23909249312793	1.3247308880449419e-24	7.683439150660663e-23
sll0522	ndhE	NADH dehydrogenase subunit 4L	810.2434609053647	-1.5570457497531478	0.15263750288744032	-10.200938303487328	1.96366129852095e-24	1.1270597661302537e-22
slr0927	psbD2	photosystem II reaction center D2 protein	5428.350536213484	-1.27588534539892	0.12555388357164182	-10.162054005051083	2.928410638437316e-24	1.6634580018339803e-22
slr1413	slr1413	hypothetical protein	281.96205866092384	1.7958878212293001	0.177918157276162	10.093898502117177	5.87873359295759e-24	3.305287969101665e-22
slr0936	nadC	nicotinate-nucleotide pyrophosphorylase	273.35750404799074	1.5242367858749324	0.151867162300703	10.036644938797785	1.0519126324493086e-23	5.854584449288576e-22
sll1399	sll1399	hypothetical protein	432.64368947094425	-1.5385669493758156	0.1538249846526296	-10.002061452177198	1.4925712859165062e-23	8.224067785399949e-22
sll0822	sll0822	hypothetical protein	1493.4716031235969	-1.2142252763381414	0.1214229476894989	-9.999965405576726	1.524503077333223e-23	8.3168435208970875e-22
sll0006	aspC	putative aminotransferase	525.0151996851321	1.1876289028560145	0.11892984008173865	9.985962329048585	1.7558890016723496e-23	9.48524352864181e-22
sll0141	sll0141	hypothetical protein	250.4542089896621	-1.6170136609252177	0.1625865591201886	-9.945555583902081	2.6369841815896664e-23	1.4106585282096178e-21
slr1105	fus	GTP-binding protein TypA/BipA homolog	850.461252532391	-1.2970012166762468	0.13054677564276387	-9.93514554679956	2.927481156078538e-23	1.5510020355762255e-21
sll1526	sll1526	hypothetical protein	737.1311118743258	-1.1027957635915697	0.11166632596203632	-9.87581308949389	5.300135496604597e-23	2.7813091986944123e-21
sll1750-as2	sll1750-as2	asRNA	52.90362370871662	2.861312510560036	0.28981318818608687	9.872954810886	5.453403645845844e-23	2.8347409517557173e-21
sll1733	ndhD3	NADH dehydrogenase subunit 4 (involved in low C O2-inducible;  high affinity CO2 uptake)	1583.5443912816186	-2.1941527114653114	0.22273793277228265	-9.850826413606503	6.798266576695589e-23	3.5007896109899714e-21
ssl3364	cp12	CP12 polypeptide	2370.763564346922	-1.481034246630193	0.15050751429178438	-9.840267800576099	7.550957277286286e-23	3.8523865368377256e-21
slr0348	slr0348	hypothetical protein	431.1712714817741	-1.350998045687583	0.1374986868103358	-9.825534170745463	8.740938531614531e-23	4.418584523779455e-21
sll1219	sll1219	hypothetical protein	330.05676423961495	-1.9986541138007736	0.20485260916538206	-9.7565470215086	1.7294346365720706e-22	8.6628953159201e-21
slr0021	sppA	protease	113.71002540903133	-1.8666156712783417	0.19179104231360716	-9.732548761198892	2.190347390742342e-22	1.0872805516207481e-20
sll0621-as	sll0621-as	asRNA	69.88809377733337	2.06050248952788	0.21306404810033128	9.670812640139058	4.011796755383623e-22	1.973660725193193e-20
sll1621	sll1621	AhpC/TSA family protein	2610.5145298787247	1.2579998417178018	0.1307320951682312	9.622731434839762	6.41058187762391e-22	3.060209568209108e-20
sll1863	sll1863	unknown protein	972.2310180784913	1.9544983976130854	0.2030795556775884	9.62429916242318	6.313583534690268e-22	3.060209568209108e-20
slr0789	slr0789	hypothetical protein	909.586164584415	1.3001132798440753	0.13511573075962666	9.622219948297511	6.442546459387595e-22	3.060209568209108e-20
slr2067	apcA	allophycocyanin alpha subunit	8768.197385560512	-1.8498607235262892	0.19224830522782116	-9.62224723559533	6.440837205280559e-22	3.060209568209108e-20
ssr3184	ssr3184	4Fe-4S type iron-sulfur protein	863.2137225830965	1.3844238679345175	0.14405443484477803	9.61042170917033	7.225245556766871e-22	3.402658377588501e-20
slr0151	slr0151	unknown protein	2553.8412490412884	1.689626467566995	0.17588503105179526	9.606425614863312	7.511121022436013e-22	3.5073115960696975e-20
sll0646	cya2	guanylyl cyclase	1171.479241262636	1.3487901962162154	0.1405398227778868	9.597210026000122	8.213762757720908e-22	3.803179226474135e-20
slr5010	slr5010	hypothetical protein	227.51196350465833	2.0392702312301583	0.21263326312467398	9.590551361827458	8.761554063321163e-22	4.023013574074967e-20
sll2005	gyrB	DNA gyrase B subunit  [Contains: Ssp gyrB intei n]	1785.3631873881484	-0.9055550386048195	0.09445850822161796	-9.586802244221472	9.08573215974382e-22	4.1373871239825165e-20
slr1718	slr1718	hypothetical protein	369.84927571310646	-1.697460453488072	0.1771189019734169	-9.583734059862438	9.359839433012245e-22	4.2272717439260223e-20
slr1093	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridi ne pyrophosphokinase	414.39346966649947	1.2429132330214494	0.12996924188990078	9.56313366876713	1.1424405083063006e-21	5.117761951843672e-20
sll1586-as	sll1586-as	asRNA	310.2010217371878	2.1573904897421508	0.22602634502811983	9.544862964862574	1.3628766269416683e-21	6.056008237458543e-20
slr0787	slr0787	hypothetical protein	589.089828504888	1.3633554387822895	0.14307590659827918	9.528896032860693	1.5896464432717858e-21	7.007161521942031e-20
slr1927	slr1927	hypothetical protein	715.665464639885	1.1737780732549905	0.12334351665438847	9.516333773293859	1.793965946830586e-21	7.845041561140102e-20
sll0980	sll0980	unknown protein	684.0848177204743	1.290948158082506	0.13581203484806445	9.505403254775725	1.9927441575273465e-21	8.645685281870613e-20
slr0426	folE	GTP cyclohydrolase I	846.7453962726547	-1.2187638478536955	0.12844246348003935	-9.488792217404784	2.3372653191587786e-21	1.0061196803566305e-19
ssr2153_5'UTR	ssr2153	5'UTR of unknown protein	297.7743246137659	1.5149150373492979	0.15969322345636916	9.486407779621267	2.3913311929402598e-21	1.021413556054328e-19
slr1971	slr1971	hypothetical protein	582.5469949440799	1.1308548859244998	0.11927892566430184	9.480760156300985	2.524373365081647e-21	1.0699459416615289e-19
slr1045	ycf63	hypothetical protein YCF63	439.74150343642566	1.05730685060402	0.11206026035501555	9.435163252828346	3.9038585166931535e-21	1.6420046127465097e-19
slr0345	slr0345	unknown protein	374.7159454810427	-1.57868881664813	0.16763513019010032	-9.417410389205875	4.62350077846121e-21	1.9299613097970658e-19
sll1734	cupA	protein involved in low CO2-inducible;  high aff inity CO2 uptake	1953.5907550113861	-2.515614126966397	0.26747041920786885	-9.40520501076924	5.1928873043936585e-21	2.1513390261059443e-19
slr8030	slr8030	hypothetical protein	857.7753660095734	0.9966506351329093	0.10624856260386319	9.380368173533025	6.574275738559464e-21	2.7033029342882573e-19
slr0864	slr0864	ATP-binding protein of ABC transporter	565.3821798345944	-1.2317167309904793	0.13144740535154972	-9.37041494045708	7.224793288035723e-21	2.9487860012649507e-19
slr0551	slr0551	hypothetical protein	4095.103635555926	1.2334086296607376	0.1318607692551171	9.35387103099941	8.44972569755287e-21	3.4012999804647385e-19
slr2010	slr2010	hypothetical protein	106.0845702294356	-2.420082301690631	0.25872771602172806	-9.35378064206848	8.456952764494903e-21	3.4012999804647385e-19
slr1807	slr1807	hypothetical protein	273.4526688206246	1.296852159704655	0.13905830535805142	9.325959757423204	1.0998362661412158e-20	4.391375236549347e-19
sll0922-as	sll0922-as	asRNA	248.1658735624672	-2.111712891250486	0.22693833390806453	-9.3052277897923	1.337054230101722e-20	5.300121444503949e-19
slr1512	sbtA	sodium-dependent bicarbonate transporter	2997.404206104134	-1.4608117970347951	0.15736080140939604	-9.283200034259421	1.6446336246985783e-20	6.472808051492262e-19
slr0483	slr0483	hypothetical protein	2212.013011300174	-1.2167378938236246	0.13138363377553186	-9.260954799761544	2.0261217975501102e-20	7.917681634397948e-19
slr5055	slr5055	hypothetical protein	4789.664864916074	-2.403407347214721	0.2606136287869179	-9.222109213558388	2.9131253420395703e-20	1.130374692580143e-18
sll1528	sll1528	unknown protein	506.014701614517	-1.0266417884219474	0.1113471975228123	-9.2201852517358045	2.965873657302245e-20	1.1427946749465294e-18
slr1030	chlI	magnesium protoporphyrin IX chelatase subunit I	460.6020597176684	-1.2310721486578182	0.1338247398715221	-9.199137243529888	3.608351919454514e-20	1.3806957691801646e-18
sll0217	sll0217	flavoprotein	1274.525110033532	-1.2604859146729375	0.13762969408689774	-9.158531689223125	5.2608223384899e-20	1.999112488626162e-18
sll0662	sll0662	4Fe-4S type iron-sulfur protein	1152.0522008868745	-1.138342254436803	0.12445584848343219	-9.146554929383983	5.877809814137984e-20	2.218269320267143e-18
slr2043	zntC	zinc transport system substrate-binding protein	278.71870878046866	-1.418719474417346	0.1560428683013853	-9.091857191942882	9.736152049622832e-20	3.6494012104368574e-18
slr0815	slr0815	hypothetical protein	540.5936506920539	-1.1047140617781075	0.12153846306699077	-9.089419381329517	9.956934723282031e-20	3.706939886843513e-18
ssl1263	ssl1263	hypothetical protein	1126.113256241185	-1.4339135524482873	0.15804221539822866	-9.072978057382754	1.1580761333740303e-19	4.2825499965710786e-18
sll1745	rpl10	50S ribosomal protein L10	1130.33566137908	-1.450299254573079	0.16015191982566032	-9.055771895534312	1.3560523872491382e-19	4.981232435828501e-18
slr1697	pknA	serine/threonine kinase	898.265010529496	-0.9359895369052269	0.10400028338908318	-8.999874869605181	2.259750885306956e-19	8.245845945722732e-18
slr1609	slr1609	long-chain-fatty-acid CoA ligase	356.3510782832282	-1.0863726056775849	0.1208608266112015	-8.988624653150426	2.5034342520964273e-19	9.074949163849549e-18
sll0518	sll0518	unknown protein	686.2376113427181	-1.0923192463165237	0.12188940511692377	-8.961560237895199	3.2011624762179218e-19	1.1453509898675812e-17
sll1321_5'UTR	atp1	5'UTR of hypothetical protein	2896.329009517102	-1.7642883623656043	0.1968632604000357	-8.96199909917414	3.1884446235543447e-19	1.1453509898675812e-17
slr1984	nbp1; rps1b	nucleic acid-binding protein;  30S ribosomal pro tein S1 homolog	499.4361953779568	-1.4557899680892235	0.16305357346084393	-8.928292322515828	4.32635172005005e-19	1.5379482566113404e-17
slr0687	pleD	probable two-component response regulator	333.0190774198555	1.2228374760385772	0.13710609699238543	8.918913913117159	4.708832128731018e-19	1.6631836557248658e-17
slr0394	pgk	phosphoglycerate kinase	2376.7214774842914	-1.0744957343035095	0.12053142161317915	-8.914652460931581	4.893486092449421e-19	1.7173954375411662e-17
slr0586	slr0586	hypothetical protein	176.97837226056538	-1.5859409886583842	0.1781117259836659	-8.904191904826222	5.377635010131938e-19	1.875365120621961e-17
sll0541_5'UTR	desC; des9	5'UTR of acyl-lipid desaturase (delta 9)	1172.7966755824996	-1.1733155036933576	0.1322747062902429	-8.87029377422179	7.295318746640526e-19	2.5281261820119054e-17
sml0013	sml0013	hypothetical protein	365.7475706364332	-1.3019845753016097	0.14686403074292542	-8.86523792596049	7.634087645424704e-19	2.6127837407513377e-17
ssl2982	ycf61	probable DNA-directed RNA polymerase omega subu nit	265.7397718022224	-1.4494853622752164	0.16350223631643288	-8.86523264103841	7.634449768801548e-19	2.6127837407513377e-17
slr0829	slr0829	unknown protein	655.0138565222429	1.0546704329235328	0.11925665839199649	8.843702709301416	9.25977807497505e-19	3.1494677279699095e-17
sll1817	rps11	30S ribosomal protein S11	894.048580265644	-0.8124118357405928	0.09191373897824862	-8.838850913603352	9.670806411303989e-19	3.269088547624845e-17
slr7099	slr7099	hypothetical protein	286.96069565643853	-1.6658827912467669	0.18884934911286103	-8.821226014664177	1.132132433279001e-18	3.803688845955667e-17
slr1398	slr1398	unknown protein	875.0320910370077	0.9975129139322741	0.11352965413481017	8.786364422001874	1.5447791840248132e-18	5.158626244834376e-17
slr7012	slr7012	Cas7/Csc2; parf of CRISPR1 effector complex	124.0296466238924	2.1247075941602067	0.24184982296724522	8.785235267457546	1.560376113631891e-18	5.179320714525133e-17
slr7060	slr7060	hypothetical protein	349.0881341966435	1.2983946061456575	0.14796312267271028	8.775123035336751	1.7071711539059774e-18	5.632642549713733e-17
sll0519	ndhA	NADH dehydrogenase subunit 1	3773.7459362417685	-1.0575114431675048	0.12099156428545682	-8.740373342661357	2.3234132771371953e-18	7.620242355372588e-17
slr1932	slr1932	unknown protein	841.9931291533633	1.2086772879687826	0.13876568445632692	8.710203049869898	3.0333094674408588e-18	9.889665778461024e-17
slr7011	slr7011	Cas3‘‘; Cas10d; part of CRISPR1 effector complex	286.487836327657	1.7800153631376616	0.204551752806805	8.702029382358068	3.260011482621875e-18	1.056627251132149e-16
sll1323	atpG	ATP synthase subunit b' of CF(0)	448.8071545786256	-1.55076819497054	0.17938052293438053	-8.645131420080814	5.3743405978004115e-18	1.7317319704023547e-16
