locus_tag	gene_name	gene_product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
slr1291	ndhD2	NADH dehydrogenase subunit 4	1454.7061964992547	-2.3731679758544777	0.18630649818289827	-12.73797746724177	3.6370151163976803e-37	5.82861003169796e-35
slr5054	slr5054	hypothetical protein	428.69559296516235	-2.774223423144986	0.22032981336654595	-12.591230304950702	2.3596659046537503e-36	3.6633813169749473e-34
slr0006	slr0006	unknown protein	886.0113259062766	-1.8653087884623711	0.14872284873191624	-12.54218033319632	4.387553672629657e-36	6.605262619886101e-34
slr7057	slr7057	hypothetical protein	1505.3866844358263	1.2508113539232497	0.09982755475896972	12.529720445855773	5.134333394841967e-36	7.502167148698497e-34
sll0519	ndhA	NADH dehydrogenase subunit 1	3773.7459362417685	-1.5130237749823556	0.1213757922513788	-12.465613998619794	1.1498273270394935e-35	1.6320977602092012e-33
sll0846	sll0846	hypothetical protein	503.14206387190694	1.8898472372756625	0.15579421055291648	12.130407353190856	7.288596912861314e-34	1.0058263739748614e-31
sll1030	ccmL	carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein	1151.918476711499	-1.6059667929106671	0.13330032890211763	-12.04773316118318	1.993572636685977e-33	2.676775367312414e-31
sll0521	ndhG	NADH dehydrogenase subunit 6	1251.4268697065802	-1.6035868081693676	0.13367220531149948	-11.996411703034985	3.710365633498028e-33	4.850814859794264e-31
slr2009	ndhD6	NADH dehydrogenase subunit 4	415.3376606386254	-1.8285733619830933	0.15413075289800068	-11.863780119164089	1.825436883102875e-32	2.3253257526295088e-30
ssl2874	ssl2874	hypothetical protein	744.9861149033194	-1.714823539174753	0.14490130847838023	-11.834424113779557	2.5911584249357557e-32	3.218218763770209e-30
slr1763	slr1763	probable methyltransferase	476.81183162758884	-1.4426810315150156	0.12278617569276835	-11.749539582736464	7.100466012662154e-32	8.603686622172093e-30
sll1694	pilA1	pilin polypeptide PilA1	982.3527124128685	-1.656296377749302	0.1437453758691736	-11.522432410324909	1.0169888292190212e-30	1.2029525008476423e-28
slr0083	crhR	RNA helicase Light	1482.7016931199219	-1.1288957618539812	0.09833669806250604	-11.479903068703994	1.664670405795539e-30	1.9232750176726135e-28
slr1279	ndhC	NADH dehydrogenase subunit 3	858.4129424178085	-1.3885421872430088	0.12135164108633664	-11.442302508749089	2.5697370933828287e-30	2.836989751094643e-28
slr7005	slr7005	hypothetical protein	111.28308246297503	2.7314873033472193	0.23868166499655522	11.444060034467421	2.518190489286636e-30	2.836989751094643e-28
sll0219	sll0219	flavoprotein	810.5038536033876	-2.9522032784421715	0.2609469848628103	-11.313421689828132	1.1261058487484904e-29	1.2161943166483696e-27
slr2075_5'UTR	groES	5'UTR of 10kD chaperonin	3882.884019766283	2.462506711337151	0.21821434423220887	11.284806780239519	1.5598395318733244e-29	1.6487835732652502e-27
sll1247-as	sll1247-as	asRNA	791.8707025735788	-2.974123302074083	0.2637625531341664	-11.275760212107345	1.7287881103142123e-29	1.7892956941752098e-27
slr1295	futA1	iron transport system substrate-binding protein	346.9066262838211	1.7293187847869027	0.15578069655878093	11.100982490050534	1.2407240426719286e-28	1.2579422538763553e-26
sll1198	trmD	tRNA (guanine-N1)-methyltransferase	1023.6646285068084	2.4845577183715872	0.22599011153859533	10.994099261494751	4.079663261891933e-28	4.053553417015824e-26
sll0622	nadA	quinolinate synthetase	597.8586082656298	1.4027838165436952	0.13199453906676661	10.627589796227305	2.2176970627052486e-26	2.1602978446117007e-24
slr0007	slr0007	probable sugar-phosphate nucleotidyltransferase	1035.3800454041407	-1.7054533070022448	0.16057391488168712	-10.62098603162814	2.3803335194877583e-26	2.2741340240029196e-24
sll1032	ccmN	carbon dioxide concentrating mechanism protein CcmN;  putative carboxysome assembly protein	553.2474925659483	-2.0219586406090038	0.19131689491760812	-10.56863609186096	4.1650783214060525e-26	3.904171528442503e-24
sll0522	ndhE	NADH dehydrogenase subunit 4L	810.2434609053647	-1.6158863288799246	0.15343110458556253	-10.531673699701535	6.172705538300441e-26	5.678889095236406e-24
slr0616	slr0616	unknown protein	282.2328694733647	-2.0409814260537202	0.19414574343313692	-10.512625154497021	7.556044901072784e-26	6.825169285187198e-24
sll0517	rbp1; rbpA	putative RNA binding protein	3113.146432816447	-2.1922714950958184	0.2107118406639123	-10.404121041268466	2.3743712418519283e-25	2.1064064874143532e-23
sll1621	sll1621	AhpC/TSA family protein	2610.5145298787247	1.3475375694379832	0.13144264896219954	10.251905147053982	1.1603358695898727e-24	1.0113243158109628e-22
sll0843	sll0843	unknown protein	543.8108291777617	1.3283034295719514	0.13069346598752252	10.16350296883829	2.8852004975343165e-24	2.4713234606466352e-22
sll1268	sll1268	unknown protein	1495.2498959351788	1.026180464978685	0.101065017516836	10.153666324826371	3.1914366207173733e-24	2.687297818936256e-22
sll0375-as	sll0375-as	asRNA	482.7156576639614	-1.6262198545840902	0.1603439486241451	-10.142071893190291	3.593947952382527e-24	2.975788904572732e-22
sll1212	rfbD	GDP-mannose 4; 6-dehydratase	649.5836004227183	-1.8098013041016312	0.17857676014268253	-10.134584716710075	3.880187762799353e-24	3.160126689440522e-22
slr0011	rbcX	possible Rubisco chaperonin	2366.1034437559147	-1.9285059631520278	0.19211743280201218	-10.038162258494582	1.0358598005747017e-23	8.300244337508255e-22
slr2135	hupE	hydrogenase accessory protein HupE	356.2517307687152	-1.3383342243360168	0.13643420338883847	-9.809374710253223	1.0260235782345211e-22	8.090928788363653e-21
ncl1350	ncl1350	ncl1350	2172.0572303446647	1.5384212591536106	0.15760221963299204	9.761418733417138	1.648329533830611e-22	1.2795158006360118e-20
sll0223	ndhB	NADH dehydrogenase subunit 2	4535.157307991961	-1.4857785163171637	0.15253826391826386	-9.740365978685215	2.0282257172664393e-22	1.550188517443026e-20
slr5010	slr5010	hypothetical protein	227.51196350465833	2.1456852317822306	0.22237765174527374	9.648834830939046	4.971739656459833e-22	3.7423640323170376e-20
sll1736_5'UTR	sll1736	5'UTR of hypothetical protein	63.00932196015565	-2.96203111923631	0.31185386449577596	-9.498138251470763	2.136761967474921e-21	1.584393052897822e-19
sll0306	sigB	RNA polymerase group 2 sigma factor	1227.1155103425438	1.201170615903024	0.1267180130210436	9.479083417316131	2.5652638868786338e-21	1.87415161617839e-19
slr5056	slr5056	hypothetical protein	3045.049948321515	-2.1119333029750598	0.22308300621766647	-9.467029061435568	2.879159857432314e-21	2.0729950973512662e-19
sll0927	metX	S-adenosylmethionine synthetase	796.8989372971682	-1.1085465857977557	0.11993584141934796	-9.24282993873194	2.400623561519282e-20	1.703756836232542e-18
slr0423	rlpA	hypothetical protein	193.02175179099132	-1.7146924484852262	0.18640819220622615	-9.19858954797564	3.626788411449669e-20	2.5377302574763316e-18
sll1599	mntA	manganese transport system ATP-binding protein MntA	91.21424785721321	2.148492042892429	0.2340704241487392	9.178827486240541	4.358107359188996e-20	3.007094077840407e-18
slr1046	slr1046	putative TatA protein	216.76649790770975	-1.5340998840150963	0.1677756910969863	-9.143755415248311	6.032040864908314e-20	4.105093016008836e-18
sll0689	nhaS3	Na+/H+ antiporter	591.0990651587111	-1.464916537293858	0.1620573704151381	-9.03949344322458	1.5739950159470026e-19	1.0567036809763119e-17
slr1945	pgam1	2;3-bisphosphoglycerate-independent phosphoglycerate mutase 1	1875.8953457493865	-0.9147501715008663	0.10187913869435308	-8.978778022900274	2.7379052302197376e-19	1.813588424497554e-17
slr2010	slr2010	hypothetical protein	106.0845702294356	-2.2041461788029713	0.2469915116981532	-8.923975417813729	4.498437351708639e-19	2.940557468853752e-17
sll1598	mntC	Mn transporter MntC	167.41893642366247	1.8843873879890807	0.21193790507782959	8.891223999298663	6.043939778394636e-19	3.8995185479304617e-17
slr0476_3'UTR	slr0476	3'UTR of unknown protein	246.03712130113553	-1.8407479357006242	0.20730539172586188	-8.879402124450323	6.722068275164374e-19	4.2814404091046936e-17
slr0394	pgk	phosphoglycerate kinase	2376.7214774842914	-1.0762720821003788	0.12163098916535639	-8.848666688365045	8.85710680643236e-19	5.569886913209616e-17
ssl2084	acpP	acyl carrier protein	540.7554482355414	-1.2975992494178163	0.14695527934403552	-8.829892027084103	1.04776819015009e-18	6.506640460832059e-17
slr1592	slr1592	probable pseudouridine synthase	83.15086912435937	-2.5171985338043283	0.2855569891638896	-8.81504788649958	1.1963391672260033e-18	7.337546892319488e-17
slr0815	slr0815	hypothetical protein	540.5936506920539	-1.080666118904801	0.1249681409444788	-8.64753296910228	5.26247011580682e-18	3.1882867726010103e-16
ssr1480	rbp2	putative RNA-binding protein	6819.2568112971785	-1.3267477152032077	0.15347214440329163	-8.644876373896238	5.386358335468035e-18	3.224027495253638e-16
slr1516_5'UTR	sodB	5'UTR of superoxide dismutase	48.196345552028625	-5.657937609491748	0.6580279630935425	-8.598323972270824	8.088868551705397e-18	4.783987972008621e-16
sll6060	sll6060	hypothetical protein	177.02949346873095	1.3062179911213805	0.15237110535487222	8.572609538266455	1.0116605168244861e-17	5.912858173628291e-16
sll0442	sll0442	hypothetical protein	93.31389556017722	1.5624805683347598	0.18251791502554132	8.560697003996063	1.1218719033544794e-17	6.480766995191923e-16
sll0273	nhaS2	Na+/H+ antiporter	549.4977583968941	-1.101128863151304	0.13035231832158983	-8.44732857328037	2.980440338421629e-17	1.7019342070435235e-15
slr2008	slr2008	hypothetical protein	65.03937670136817	-2.9029555607619715	0.34711294757373995	-8.363143988298718	6.106860769864633e-17	3.447600489169034e-15
sll0376	sll0376	unknown protein	2539.311652798439	1.534309765794789	0.18357049429738984	8.358150211815413	6.370929467553905e-17	3.5562671454840224e-15
slr1105	fus	GTP-binding protein TypA/BipA homolog	850.461252532391	-1.0918481088245289	0.13076468549806816	-8.349716933633884	6.842675871145934e-17	3.777157080872556e-15
ncl1130	ncl1130	ncl1130	211.3341910882994	1.3615668000888432	0.16330823214261825	8.337404564515628	7.593889431478888e-17	4.145762933581002e-15
sll0572	sll0572	hypothetical protein	716.7003730650055	1.0637426702183495	0.12841422253034157	8.283682673599566	1.1942356160448185e-16	6.44887232664202e-15
slr1719	drgA	DrgA protein homolog	669.3613309286517	-1.1925187362359784	0.1452841335630297	-8.20818286890646	2.24561022128188e-16	1.1995904924009011e-14
slr1127	slr1127	unknown protein	1922.5958864029292	0.8078017678741745	0.09878724704942439	8.177186752355007	2.905475191538272e-16	1.535574548038525e-14
sll0520	ndhI	NADH dehydrogenase subunit NdhI	875.7452413514579	-1.614591130246909	0.1989589009203984	-8.115199283760075	4.849882619591345e-16	2.5362333530662952e-14
sll0822	sll0822	hypothetical protein	1493.4716031235969	-0.9864011295189399	0.1216208657453793	-8.110459693520278	5.042861418398869e-16	2.6096807840214145e-14
sll0573	arcC	carbamate kinase	403.339105016894	1.185033693443484	0.14729263943135557	8.045437287419636	8.59380017827554e-16	4.401443225327101e-14
slr1128	slr1128	hypothetical protein	484.6635933579775	1.0340535713740528	0.12896064285776063	8.018365514155976	1.0716152406427553e-15	5.43243317909511e-14
slr0713	tgt	tRNA-guanine transglycosylase	381.6140703776141	-1.1442870232193822	0.14280828522079606	-8.01274955056143	1.1217192015582679e-15	5.628990902365126e-14
sll1242	sll1242	hypothetical protein	1376.9878491257894	-1.0741106201588728	0.1348075953326896	-7.967730731403462	1.6161452661371896e-15	8.029009682169558e-14
Norf1	Norf1	hypothetical protein	5550.499430906261	1.2502759228574634	0.15751272534812327	7.9376185009445654	2.06100105387091e-15	9.940828384107458e-14
sll1213	sll1213	GDP-fucose synthetase	440.2274900891518	-1.1090171884219342	0.13968017563840518	-7.939689246188268	2.026884182451779e-15	9.940828384107458e-14
slr2104	hik22	two-component hybrid sensor and regulator	862.4648465059079	0.9458720471129827	0.11915420024368566	7.938218251463673	2.05106201437024e-15	9.940828384107458e-14
sll1491	sll1491	periplasmic WD-repeat protein	393.291160215337	1.4531520922671644	0.18312660748968024	7.935231871474788	2.101024262136783e-15	1.0036431282976479e-13
slr1720	aspS	aspartyl-tRNA synthetase	633.2446667694619	-0.9643860936103344	0.12177985491618372	-7.919093796540351	2.3924782325345676e-15	1.1319839865934983e-13
slr0885	slr0885	hypothetical protein	376.29064533248857	1.2639713811573803	0.159639950690452	7.917638258409822	2.420643959915652e-15	1.1345055842321659e-13
slr0213	guaA	GMP synthetase	885.7029416398641	-1.0283953952108411	0.12994225685280925	-7.914249145108704	2.487497250929594e-15	1.1549426488428246e-13
sll1471	cpcG2	phycobilisome rod-core linker polypeptide	809.2234926482226	-1.4707773974899725	0.18589412771183123	-7.911908867664382	2.53471920490573e-15	1.1659708342566357e-13
slr0366	slr0366	unknown protein	1390.3285932009692	1.1884059252171955	0.15027389956133322	7.908265698077237	2.6099930512843e-15	1.1895821540165509e-13
ssl1690	ssl1690	hypothetical protein	2258.9244587692433	0.9264241083409022	0.11725710915868853	7.900792668247833	2.771353038362388e-15	1.2516438085985767e-13
Norf1_5'UTR	Norf1	5'UTR of hypothetical protein	6098.014043211688	1.5057513343683113	0.19296992185158146	7.803036452107944	6.0435083757257155e-15	2.7048783432977795e-13
sll1579	cpcC2	phycobilisome rod linker polypeptide	8125.415703075275	0.9848516047612427	0.12642623410843123	7.789930718940587	6.704594745180013e-15	2.9739666691119913e-13
sll0477	sll0477	putative biopolymer transport ExbB-like protein	262.6599409642409	1.4025096754818172	0.18012215314134436	7.786436321251658	6.8925633866817295e-15	3.030288044693348e-13
sll0767	rpl20	50S ribosomal protein L20	1347.993960626963	-1.1040371086666902	0.141956713233605	-7.777280013872107	7.410046960965206e-15	3.2292204650943107e-13
sll0441	sll0441	unknown protein	270.0994356661206	1.4146524305827675	0.18208033947975363	7.7693859459223455	7.886752084859787e-15	3.407076900659428e-13
slr2006_5'UTR	slr2006	5'UTR of hypothetical protein	45.2324904011317	-3.527825966149882	0.45496529091025373	-7.754055169992691	8.900363049107334e-15	3.8118106575832103e-13
slr0822	slr0822	cation-transporting P-type ATPase PacL	723.8952575229138	0.9158269317896547	0.1183292213407728	7.739651469117607	9.968971029005866e-15	4.232978467700952e-13
sll1882_5'UTR	sll1882	5'UTR of unknown protein	293.5843202393751	1.1952125109563245	0.1547896122704487	7.721529199698795	1.149422631892739e-14	4.839264097663667e-13
sll0041	pixJ1;  pisJ1;  taxD1	phytochrome-like photoreceptor protein for posi tive phototaxis	2385.871654807867	1.0986970121088857	0.1432802035426404	7.668170374855113	1.7446704662097932e-14	7.283632669017019e-13
sll0040	pixI;  pisI	positive phototaxis protein;  homologous to chem otaxis protein CheW	5992.7880253677895	1.134326680668373	0.1482028505819561	7.653878965311068	1.950058284251665e-14	8.073241296801893e-13
slr1396	slr1396	unknown protein	390.89296232808283	-1.2587052952045927	0.16464948852698844	-7.644756788893837	2.093406360863029e-14	8.595076694849196e-13
slr0909	slr0909	unknown protein	231.19300992598335	-1.1613833477135413	0.1524242023999555	-7.619415613972604	2.5482673706504307e-14	1.0376878932287983e-12
sll1709	gdh	3-ketoacyl-acyl carrier protein reductase	317.7736207878489	-1.0858163193183232	0.143130921498873	-7.586175705065051	3.294855578547261e-14	1.3308002044083571e-12
slr0533	hik10	two-component sensor histidine kinase	271.5647997738196	1.2037931468345384	0.15914196970143035	7.564272008779334	3.9004278862355716e-14	1.5626875595821225e-12
ncl1580	ncl1580	ncl1580	364.47686035286654	1.691383938177973	0.22381905339555144	7.556925617001963	4.1270781890824915e-14	1.6402659554689453e-12
slr1094	slr1094	hypothetical protein	347.8297850069286	1.2163821426203776	0.1609863545319493	7.555808976213415	4.162643984945711e-14	1.6412710569214519e-12
slr0888	slr0888	hypothetical protein	819.171893693398	1.4076014145795035	0.18651965279336216	7.546665423717736	4.465437908084898e-14	1.746794923414628e-12
slr1168	slr1168	unknown protein	224.11757236040737	1.1966644392779848	0.15861097034815022	7.5446511464579835	4.534997956049921e-14	1.7601460816918757e-12
slr1330	atpE	ATP synthase epsilon chain of CF(1)	916.050663788215	-0.9115152695110537	0.12171589046382358	-7.4888764814317685	6.946567555887853e-14	2.6752362494302984e-12
slr1510	plsX	fatty acid/phospholipid synthesis protein PlsX	435.67964142375695	-1.1499534691482944	0.15439889435460918	-7.447938496937595	9.480999797057371e-14	3.6232005378293092e-12
sll1921	sll1921	hypothetical protein	228.7952736480144	1.1401892548912589	0.15330175427057627	7.4375486459133056	1.0257081752251622e-13	3.8898612324569505e-12
slr1611	slr1611	hypothetical protein	329.28321599625394	0.9814108403915545	0.13261856975928363	7.400252032373116	1.359262667120298e-13	5.115770401707303e-12
sll0807	rpe	pentose-5-phosphate-3-epimerase	2546.442524207084	-0.7194744701244732	0.09729153629099119	-7.395036583373323	1.4136934728606508e-13	5.280623438474972e-12
slr1124	psp	Phosphoserine phosphatase (PSP; annotated as  phosphoglycerate mutase; GpmB)	536.410227037759	-0.9373274632520809	0.12690557331613503	-7.38602284170058	1.5128581544679527e-13	5.608865157758798e-12
sll1466	sll1466	probable glycosyltransferase	199.92539211743224	-1.1863643782435604	0.16110976052075546	-7.363702698141144	1.7887784247407164e-13	6.582704603045836e-12
slr0445	slr0445	hypothetical protein	665.9587451291252	1.0076047823543604	0.13696243062599692	7.356796880349072	1.8837565162018347e-13	6.881251744478467e-12
sll1219	sll1219	hypothetical protein	330.05676423961495	-1.5032951639120415	0.20487388911000995	-7.337661087230232	2.173587162310081e-13	7.8820299433259e-12
sll1772	mutS	DNA mismatch repair protein MutS	214.73883160115392	-1.0178408232182519	0.13898084774085395	-7.3236049409925545	2.4139665679308214e-13	8.690279644550957e-12
ncl0280	ncl0280	ncl0280	224.14083720912336	-1.5461701234949419	0.2114365853700499	-7.312689621755298	2.6184737642430494e-13	9.358688964575158e-12
sll1069	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II	1267.8976183878628	-0.7444682964190096	0.10252736795937098	-7.261166566901665	3.8376601055245243e-13	1.3618211003032742e-11
slr0551	slr0551	hypothetical protein	4095.103635555926	0.9564440287125802	0.1318707696813107	7.252888801847432	4.079750203248074e-13	1.4374609226763425e-11
sll1796	petJ	cytochrome c553	127.04218645826722	-2.0268465814328547	0.2810120126598699	-7.212668818845478	5.486574385424715e-13	1.9195282779429566e-11
ssr1528	ssr1528	hypothetical protein	474.13568332570054	-1.103689863571877	0.15311412169183639	-7.2082826285168355	5.666193161375905e-13	1.9685068269731117e-11
ssr2595	hliB;  scpD	high light-inducible polypeptide HliB;  CAB/ELIP /HLIP superfamily	262.3264935057851	-2.0275530513105533	0.2815201621254286	-7.202159291195622	5.926639571689023e-13	2.044690652232713e-11
slr5055	slr5055	hypothetical protein	4789.664864916074	-1.8718074606738555	0.2600054987152596	-7.199107210896845	6.060808331302407e-13	2.0765583303386454e-11
ncr0890	ncr0890	ncr0890	194.0059557458539	1.681470515671312	0.23449004108438906	7.1707544930071405	7.458555496648086e-13	2.5379523087224444e-11
slr7099	slr7099	hypothetical protein	286.96069565643853	-1.1437398432737313	0.16030312231320187	-7.134856930853042	9.688788245042988e-13	3.274414966079834e-11
sll0335	sll0335	hypothetical protein	686.636315151133	1.08473023968338	0.15225480613152279	7.124440057060358	1.0450465790667542e-12	3.5079671654078614e-11
sll0735	sll0735	hypothetical protein	833.8722384872236	-0.7597445278321554	0.10704989879556	-7.097106455776179	1.2739592886197616e-12	4.2476709703778356e-11
sll1109	sll1109	hypothetical protein	170.03890895719	-1.1944322663945548	0.16885763944623297	-7.073605140470304	1.509594469172328e-12	4.99977688189875e-11
slr0427	slr0427	putative competence-damage protein	275.0967829911816	-1.3167786998021025	0.1865947516971468	-7.056890334939883	1.7026989185352937e-12	5.601992203498901e-11
sll0144	pyrH	uridine monophosphate kinase	273.3077090565012	-1.3569552919535985	0.19262824270529286	-7.044425432617589	1.8622834373206577e-12	6.086726392505939e-11
sll0379	lpxA	acyl-[acyl-carrier-protein]--UDP-N-acetylglucos amine o-acyltransferase	496.484675548375	-0.9191402191509214	0.13089988117442591	-7.021703999304279	2.1917849864434907e-12	7.116854779510628e-11
slr1705	aspA	aspartoacylase	429.52885330351376	-0.8310173246681419	0.11871888166592033	-6.99987493991611	2.5619108659295203e-12	8.264657910349259e-11
sll1830	sll1830	unknown protein	296.16627073958125	-1.1162520434668686	0.1596401437822438	-6.992301666863226	2.7041264223546934e-12	8.667161333069753e-11
sll0983	sll0983	hypothetical protein	228.7950387267418	1.3985785363735252	0.20012018078757782	6.988693148633914	2.7745850682894967e-12	8.835986294398859e-11
sll1362	ileS	isoleucyl-tRNA synthetase	939.8561178964487	-0.7642789776573312	0.10952572896691792	-6.978077067975329	2.9924750300230904e-12	9.469182133219561e-11
slr0009_5'UTR	rbcL	5'UTR of ribulose bisphosphate carboxylase large subunit	561.270230224884	-1.7394903890010953	0.24933188357828837	-6.976606296943601	3.023955657592265e-12	9.508235257543274e-11
sll0498	sll0498	hypothetical protein	949.0644347161289	1.0601960085336173	0.15217025070041024	6.967170019460046	3.2337978342499106e-12	1.0100143192662397e-10
slr1815	slr1815	hypothetical protein	214.88416206358784	1.090035814851305	0.15647174926271826	6.966342614481286	3.2528641522262148e-12	1.0100143192662397e-10
slr1169	slr1169	unknown protein	292.77349174093473	1.0845124993746453	0.1562975584752946	6.938768013743927	3.955340258986757e-12	1.220504994201628e-10
ssr3000	ssr3000	hypothetical protein	124.8423480150482	-1.481670510081747	0.21357346372279543	-6.937521564031287	3.9903842983929305e-12	1.2237178515071655e-10
sll0541_5'UTR	desC; des9	5'UTR of acyl-lipid desaturase (delta 9)	1172.7966755824996	-0.922371347055361	0.13364418853017324	-6.9016943961399	5.13858897915965e-12	1.5660584588346655e-10
slr1204	htrA	protease	1144.054619112092	1.2290824024686104	0.17810631886014217	6.9008354691432725	5.169758197441327e-12	1.5660584588346655e-10
sll0422	sll0422	asparaginase	97.01118204542789	-1.3896016402491795	0.20185956017351372	-6.884002120358881	5.819400765838982e-12	1.7521686669507915e-10
sll6109	sll6109	hypothetical protein	103.6965494635469	1.6346519840351703	0.23770258273322867	6.876879355870208	6.117787755232847e-12	1.8309138293973965e-10
slr1114	slr1114	hypothetical protein	656.2600269722161	0.7656305462076686	0.11158623365391535	6.8613351408765295	6.821990307928229e-12	2.029439991005236e-10
slr0271	slr0271	unknown protein	129.82516693513975	1.377001802614999	0.20154235087643965	6.83231984060364	8.35523041891411e-12	2.4707609953074585e-10
slr0364	slr0364	hypothetical protein	1488.1208677900088	1.3413461767603734	0.19681010722523531	6.8154333924796715	9.398000977631344e-12	2.7626786305841723e-10
slr0040	cmpA	bicarbonate transport system substrate-binding protein	30.85623122329603	-2.6425771249228798	0.38782058232157146	-6.813916654716687	9.497674303788787e-12	2.7755556436013347e-10
