"","dWT3_0h","dWT2_0h","dWT1_0h","dWT1_1h","dWT3_1h","dWT2_1h","dIF31_0h","dIF12_0h","dIF11_0h","dIF31_1h","dIF12_1h","dIF11_1h"
"6803t16_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"6803t17",136.668135449523,118.284818057529,196.504886532659,201.985932869843,97.735047383658,152.133939053347,116.344523701253,127.277420892937,113.074439522249,57.9014235227909,67.4676411485884,91.5715995533736
"6803t17_5'UTR",0,0.993990067710329,1.56577598830804,0,0,0,0,1.75555063300602,0.966448201044867,0,0,1.71161868324063
"6803t18",2.3563471629228,2.98197020313099,7.82887994154018,2.50914202322786,3.80785898897369,8.89094449013066,11.9766421457172,4.38887658251506,1.93289640208973,2.03162889553652,2.10836378589339,1.71161868324063
"6803t18_5'UTR",0,0.993990067710329,0.782887994154018,0,0,0,0,0,0,1.01581444776826,1.05418189294669,0
"6803t19",197.933161685516,132.200679005474,322.549853591455,62.7285505806966,139.621496262369,98.7882721125629,121.477370335132,115.866341778398,139.168540950461,60.9488668660957,98.0389160440425,89.0041715285126
"6803t19_5'UTR",4.71269432584561,3.97596027084131,3.13155197661607,7.52742606968359,3.80785898897369,2.96364816337689,5.13284663387882,3.51110126601205,1.93289640208973,3.04744334330479,5.27090946473347,2.56742802486094
"6803t20",1681.25370074542,1998.91402616547,1336.38980602091,1057.60336279054,606.718865576474,871.312560032804,1311.44231495604,1335.97403171758,1390.71896130356,332.171324420222,507.061490507359,489.52294340682
"6803t20_5'UTR",0,0,0.782887994154018,0,0,0.987882721125629,0,0,0,1.01581444776826,0,0
"6803t21",291.008874620966,217.683824828562,199.636438509275,146.78480835883,242.433688964658,310.195174433447,136.020435797789,172.04396203459,198.121881214198,102.597259224594,124.39346336771,168.594440299202
"6803t21_5'UTR",0,1.98798013542066,0.782887994154018,6.27285505806966,0,0.987882721125629,3.42189775591921,0.877775316503012,0,1.01581444776826,1.05418189294669,5.13485604972188
"6803t22",188.507773033824,160.032400901363,320.984077603147,169.367086567881,133.275064614079,178.806772523739,207.024814233112,202.766098112196,177.826468992256,66.027939104937,81.1720057568954,97.5622649447158
"6803t22_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"6803t23",74.2249356320683,77.5312252814056,90.0321193277121,72.765118673608,78.6957524387895,74.0912040844221,26.5197076083739,35.1110126601205,40.5908244438844,42.664206806267,55.8716403261747,68.4647473296251
"6803t23_5'UTR",3.53452074438421,1.98798013542066,1.56577598830804,1.25457101161393,2.53857265931579,1.97576544225126,0,0,1.93289640208973,2.03162889553652,1.05418189294669,0.855809341620314
"6803t24",29.4543395365351,16.8978311510756,32.0984077603147,28.8551332671204,17.7700086152105,18.7697717013869,24.8087587304143,18.4332816465632,19.3289640208973,11.1739589254509,15.8127283942004,17.9719961740266
"6803t24_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"6803t25",8.24721507022981,9.93990067710329,14.8748718889263,3.7637130348418,7.61571797794738,11.8545926535075,4.27737219489902,8.77775316503012,10.6309302114935,5.07907223884131,6.32509135768016,7.70228407458282
"6803t25_5'UTR",0,0,0.782887994154018,0,0,0,0,0,0,0,0,0
"6803t26",61.2650262359929,20.8737914219169,61.0652635440134,33.8734173135762,48.232880527,81.9942658534272,16.2540143406163,17.5555063300602,54.1210992585126,27.4269900897431,32.6796386813475,68.4647473296251
"6803t26_5'UTR",0,1.98798013542066,0.782887994154018,0,1.2692863296579,1.97576544225126,0.855474438979803,0.877775316503012,0,1.01581444776826,0,2.56742802486094
"6803t27",174.369690056288,180.90619232328,207.465318450815,116.675104080096,107.889338020921,167.940062591357,80.4145972641015,80.7553291182771,101.477061109711,42.664206806267,47.4381851826012,65.8973193047642
"6803t27_5'UTR",1.1781735814614,1.98798013542066,3.13155197661607,3.7637130348418,2.53857265931579,1.97576544225126,4.27737219489902,0.877775316503012,1.93289640208973,1.01581444776826,1.05418189294669,1.71161868324063
"6803t28",53.0178111657631,29.8197020313099,63.4139275264755,27.6005622555065,36.809303560079,57.2971978252865,18.8204376575557,37.7443386096295,31.8927906344806,9.14233002991436,14.7585465012537,28.2417082734704
"6803t28_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"6803t29",0,0,0,0,0,0,0,0,0,0,0,0
"6803t30",121.351878890524,107.350927312715,222.340190339741,100.365680929115,73.618607120158,72.1154386421709,182.216055502698,157.121781654039,129.504058940012,63.9963102094005,78.0094600780553,59.0508445718017
"6803t30_5'UTR",0,0,0.782887994154018,1.25457101161393,0,0.987882721125629,0,0.877775316503012,0,0,1.05418189294669,2.56742802486094
"6803t31",69.5122413062227,42.7415729115441,57.9337115673973,43.9099854064876,53.3100258456316,74.0912040844221,42.7737219489902,43.8887658251506,68.6178222741856,43.6800212540353,40.0589119319743,55.6276072053204
"6803t31_5'UTR",1.1781735814614,4.96995033855164,4.69732796492411,18.818565174209,6.34643164828948,9.87882721125629,8.55474438979803,6.14442721552108,3.86579280417947,13.2055878209874,6.32509135768016,16.260377490786
"6803t32",36.5233810253035,35.7836424375718,35.2299597369308,22.5822782090508,19.0392949448684,42.478957008402,23.9532842914345,26.3332594950903,28.993446031346,34.5376912241209,31.6254567884008,35.0881830064329
"6803t32_5'UTR",0,0,0,0,0,0,0.855474438979803,0,0,0,1.05418189294669,0
"6803t33",68.3340677247613,67.5913246043023,68.1112554913996,76.5288317084498,67.2721754718685,86.9336794590553,25.6642331693941,30.7221360776054,41.5572726449293,13.2055878209874,36.8963662531343,43.646276422636
"6803t33_5'UTR",0,0.993990067710329,0,1.25457101161393,0,0,0,0,0,0,1.05418189294669,0
"6803t34",0,0,0,0,0,0.987882721125629,0,0,0,0,0,0.855809341620314
"6803t35",361.69928950865,258.437417604685,352.299597369308,341.243315158989,375.708753578737,260.801038377166,372.986855395194,403.776645591385,309.263424334358,310.839221017088,303.604385168648,182.287389765127
"6803t35_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"6803t36",28.2761659550737,18.8858112864962,38.3615117135469,37.637130348418,26.6550129228158,58.2850805464121,9.41021882877783,21.9443829125753,21.2618604229871,8.1265155821461,22.1378197518806,27.38589893185
"6803t36_5'UTR",0,0,0,0,0,0,0,0,0,0,1.05418189294669,0
"6803t37",0,0,0,0,0,0,0,0,0,0,0,0
"6803t38",128.420920379293,126.236738599212,129.176519035413,50.1828404645573,53.3100258456316,81.9942658534272,74.4262761912429,74.610901902756,93.7454755013521,24.3795467464383,34.7880024672409,17.1161868324063
"6803t38_5'UTR",1.1781735814614,0.993990067710329,0.782887994154018,0,0,0,1.71094887795961,1.75555063300602,1.93289640208973,0,4.21672757178677,4.27904670810157
"6803t39",374.659198904726,244.521556656741,274.79368594806,303.606184810572,253.857265931579,235.1160876279,427.737219489902,261.577044317898,328.592388355255,133.071692657642,138.097827976017,88.1483621868923
"6803t40",0,0,0,0,0,0,0,0,0,0,0,0
"6803t41",129.599093960754,115.302847854398,95.5123352867902,125.457101161393,72.3493207905001,141.267229120965,103.512407116556,104.455262663858,92.7790273003073,37.5851345674257,60.0883678979615,35.0881830064329
"6803t41_5'UTR",3.53452074438421,4.96995033855164,2.34866398246205,2.50914202322786,0,2.96364816337689,0.855474438979803,6.14442721552108,2.8993446031346,1.01581444776826,3.16254567884008,4.27904670810157
"6803t42",21.2071244663052,17.8918212187859,26.6181918012366,21.3277071974368,26.6550129228158,30.6243643548945,7.69926995081823,14.0444050640482,21.2618604229871,13.2055878209874,14.7585465012537,16.260377490786
"6803t42_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"CRISPR1",10313.7315321131,8616.89989698084,9018.86969265429,12536.928119058,12736.0190317873,12222.0850257663,5232.08166880048,5200.81875028034,4727.86459951149,2961.09911524448,3110.89076608569,2660.71124309756
"CRISPR2",4325.07521754481,3745.35457513252,2999.24390560404,4157.64833248857,3612.38889420637,2935.98744718537,920.490496342268,920.786307011659,847.575072316349,421.562995823829,506.007308614413,369.709635579976
"CRISPR3",63317.4046148987,54497.4934423542,51400.5112561821,74901.6531063866,82351.2970682043,79702.3779404157,26644.6068764649,28370.5760046938,27382.3768802042,15752.2346415424,20382.6069001243,17631.3840560617
"NC-2306445",73.0467620506069,52.6814735886474,49.3219436317031,52.6919824877851,64.7336028125527,67.1760250365427,84.6919694590005,77.244227852265,79.2487524856791,41.6483923584987,53.7632765402814,37.6556110312938
"NC-3547510",9.42538865169122,7.95192054168263,7.82887994154018,5.01828404645573,20.3085812745263,12.8424753746332,5.13284663387882,13.1666297475452,10.6309302114935,39.6167634629622,32.6796386813475,24.8184709069891
"Norf1",1460.93524101214,1991.9560956915,2116.92913619246,4837.62582078332,4175.95202457448,4245.91993539795,1121.52698950252,1324.56295260304,1170.36877146533,13377.2604626602,17174.7313998875,13608.2243411046
"Norf1_3'UTR",219.140286151821,351.872483969456,187.893118596964,643.594928957947,614.334583554422,647.063182337287,144.575180187587,208.910525327717,175.893572590166,934.549291946801,1041.53171023133,1515.63834400958
"Norf1_5'UTR",1438.54994296437,1251.4334952473,1518.80270865879,3465.12513407768,4767.43945419506,3721.35421048024,1075.33136979761,1607.20660451701,1245.75173114683,19401.040137926,20317.2476227616,13366.8861067677
"Norf2",110.748316657372,110.332897515846,88.466343339404,117.92967509171,69.8107481311843,105.703451160442,101.801458238597,108.844139246373,134.336299945237,63.9963102094005,94.8763703652024,90.7157902117533
"Norf2_5'UTR",9.42538865169122,3.97596027084131,4.69732796492411,3.7637130348418,6.34643164828948,2.96364816337689,2.56642331693941,4.38887658251506,8.69803380940381,3.04744334330479,3.16254567884008,1.71161868324063
"Norf3",129.599093960754,128.224718734632,128.393631041259,149.293950382058,159.930077536895,173.867358918111,123.188319213092,153.610680388027,125.638266135833,226.526621852322,242.461835377739,233.635950262346
"Norf3_5'UTR",0,0.993990067710329,0,0,1.2692863296579,0,0,0,0.966448201044867,0,1.05418189294669,0
"Norf4",100.144754424219,82.5011756199573,86.900567351096,79.0379737316777,45.6943078676843,51.3699014985327,172.80583667392,132.544072791955,132.403403543147,62.9804957616322,55.8716403261747,57.339225888561
"Norf4_3'UTR",62.4431998174543,85.4831458230883,43.841727672625,43.9099854064876,40.6171625490527,46.4304878929045,47.0510941438892,69.3442500037379,51.221754655378,17.2688456120605,21.0836378589339,41.9346577393954
"Norf4_5'UTR",29.4543395365351,17.8918212187859,15.6577598830804,11.2911391045254,11.4235769669211,14.8182408168844,45.3401452659296,30.7221360776054,30.9263424334358,22.3479178509018,17.9210921800938,14.5487588075453
"Norf5",74.2249356320683,77.5312252814056,62.6310395323214,69.0014056387662,115.505055998869,102.739802997065,58.1722618506266,78.9997784852711,78.2823042846343,94.4707436424484,74.8469143992152,106.120358360919
"Norf5_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"Norf6",209.71489750013,155.062450562811,239.56372621113,243.386776253103,337.630163689,270.679865588422,260.06422944986,227.34380697428,228.081775446589,360.614128957733,299.387657596861,293.542604175768
"Norf6_5'UTR",1.1781735814614,0.993990067710329,3.13155197661607,2.50914202322786,0,2.96364816337689,2.56642331693941,4.38887658251506,3.86579280417947,3.04744334330479,3.16254567884008,5.9906653913422
"Norf7",109.57014307591,170.966291646177,120.564751099719,255.932486369242,181.507945141079,199.552309667377,115.489049262273,105.333037980361,114.040887723294,90.4074858513753,132.826918511283,152.334062808416
"Norf7_5'UTR",5.89086790730701,9.93990067710329,5.48021595907813,3.7637130348418,2.53857265931579,3.95153088450251,5.13284663387882,7.02220253202409,8.69803380940381,0,4.21672757178677,4.27904670810157
"Norf8",20.0289508848438,42.7415729115441,21.1379758421585,25.0914202322786,44.4250215380264,28.6485989126432,19.6759120965355,31.5999113941084,24.1612050261217,35.5535056718892,22.1378197518806,31.6649456399516
"ncl0020",527.821764494708,609.315911506431,477.561676433951,772.815743154182,549.600980741869,572.971978252865,387.529920857851,406.409971540894,353.720041582421,209.257776240262,261.43710945078,236.203378287207
"ncl0030",118.995531727602,86.4771358907986,61.8481515381674,129.220814196235,120.5822013175,146.206642726593,130.03211472493,109.721914562876,135.302748146281,111.739589254509,132.826918511283,163.45958424948
"ncl0040",225.031154059128,127.230728666922,149.531606883417,130.475385207849,187.854376789369,145.218760005467,236.110945158426,189.599468364651,189.423847404794,215.352662926872,184.481831265671,136.07368531763
"ncl0050",17.672603721921,12.9218708802343,8.6117679356942,28.8551332671204,16.5007222855526,12.8424753746332,13.6875910236769,23.6999335455813,21.2618604229871,23.36373229867,29.5170930025074,28.2417082734704
"ncl0060",38.8797281882263,40.7535927761235,43.841727672625,30.1097042787344,34.2707309007632,31.6122470760201,48.7620430218488,35.9887879766235,42.5237208459742,41.6483923584987,53.7632765402814,43.646276422636
"ncl0070",2222.0353746362,1495.95505190404,2480.18916547993,1023.72994547697,931.656165968896,758.693929824483,3091.68462247301,1957.43895580172,1065.02591755144,1623.27148753368,1499.0466517702,593.931683084498
"ncl0080",27.0979923736122,17.8918212187859,20.3550878480045,8.78199708129752,7.61571797794738,8.89094449013066,16.2540143406163,14.9221803805512,21.2618604229871,6.09488668660957,9.48763703652024,7.70228407458282
"ncl0100",27.0979923736122,18.8858112864962,25.0524158129286,33.8734173135762,26.6550129228158,17.7818889802613,15.3985399016365,22.8221582290783,26.0941014282114,12.1897733732191,7.37927325062685,14.5487588075453
"ncl0110",37.7015546067649,31.8076821667305,10.9604319181563,21.3277071974368,21.5778676041842,23.7091853070151,33.3635031202123,39.4998892426355,29.9598942323909,24.3795467464383,20.0294559659872,28.2417082734704
"ncl0120",0,0,0,0,1.2692863296579,0,0,0,0,1.01581444776826,0,0.855809341620314
"ncl0130",7.06904148876841,2.98197020313099,4.69732796492411,2.50914202322786,10.1542906372632,9.87882721125629,7.69926995081823,7.89997784852711,4.83224100522434,15.2372167165239,5.27090946473347,11.1255214410641
"ncl0140",95.4320600983736,90.4530961616399,37.5786237193929,80.2925447432916,109.158624350579,111.630747487196,47.906568582869,36.8665632931265,68.6178222741856,51.8065368361814,61.1425497909082,94.9948369198548
"ncl0150",349.917553694036,219.671804963983,293.582997807757,382.644158542249,380.785898897369,348.722600557347,355.021892176618,391.487791160343,315.062113540627,422.578810271597,383.722209032596,249.040518411511
"ncl0160",2416.43401557734,4389.46013900881,2780.03526724092,13007.3922484132,2440.83761193213,2463.77950648732,3081.41892920525,2326.10458873298,2885.81432831997,800.46178484139,1290.31863696675,1917.86873457112
"ncl0170",810.583424045445,710.702898412885,885.446321388194,1247.04358554425,1735.11441264234,1397.85405039276,284.872988180274,323.021316473108,435.868138671235,313.886664360393,309.929476526328,507.494939580846
"ncl0180",30.6325131179965,27.8317218958892,46.1903916550871,37.637130348418,50.7714531863158,38.5274261238995,51.3284663387882,28.0888101280964,26.0941014282114,34.5376912241209,34.7880024672409,31.6649456399516
"ncl0190",12.9599093960754,9.93990067710329,15.6577598830804,8.78199708129752,8.88500430760527,10.8667099323819,17.1094887795961,16.6777310135572,10.6309302114935,11.1739589254509,13.704364608307,8.55809341620314
"ncl0200",183.795078707979,159.038410833653,119.781863105565,161.839660498197,123.120773976816,155.097587216724,140.297807992688,130.788522158949,125.638266135833,72.1228257915466,91.7138246863623,142.064350708972
"ncl0210",0,0,0,0,0,0,0.855474438979803,0.877775316503012,0,2.03162889553652,3.16254567884008,1.71161868324063
"ncl0215",176.72603721921,144.128559817998,133.873847000337,106.638535987184,79.9650387684474,89.8973276224322,247.232112865163,194.866120263669,188.457399203749,84.3125991647658,76.9552781851086,81.3018874539298
"ncl0230",31.8106866994579,37.7716225729925,33.6641837486228,72.765118673608,48.232880527,54.3335496619096,31.6525542422527,42.1332151921446,29.9598942323909,84.3125991647658,101.201461722883,96.7064556030955
"ncl0240",15.3162565589982,6.9579304739723,7.04599194738616,18.818565174209,22.8471539338421,14.8182408168844,6.84379551183843,12.2888544310422,11.5973784125384,9.14233002991436,15.8127283942004,12.8371401243047
"ncl0250",7.06904148876841,5.96394040626197,7.82887994154018,28.8551332671204,21.5778676041842,11.8545926535075,18.8204376575557,15.7999556970542,11.5973784125384,61.964681313864,57.9800041120681,30.8091362983313
"ncl0260",129.599093960754,158.044420765942,164.406478772344,92.8382548594309,112.966483339553,82.9821485745528,171.094887795961,141.321825956985,193.289640208973,289.507117613955,295.170930025074,310.658791008174
"ncl0270",777.594563764525,1640.08361172204,1038.10948024823,968.528820965955,910.078298364711,916.755165204583,600.543056163822,604.787193070575,716.138116974247,276.301529792967,287.791656774447,604.201395183942
"ncl0280",374.659198904726,307.142930922492,478.344564428105,104.129393963956,175.16151349279,119.533809256201,177.938683307799,198.377221529681,176.860020791211,198.083817314811,165.506557192631,213.952335405078
"ncl0290",14.1380829775368,21.8677814896272,14.0919838947723,62.7285505806966,15.2314359558948,21.7334198647638,18.8204376575557,16.6777310135572,15.4631712167179,12.1897733732191,18.9752740730405,25.6742802486094
"ncl0300",14.1380829775368,17.8918212187859,15.6577598830804,10.0365680929115,16.5007222855526,9.87882721125629,13.6875910236769,17.5555063300602,14.496723015673,15.2372167165239,15.8127283942004,15.4045681491656
"ncl0310",31.8106866994579,38.7656126407028,25.0524158129286,77.7834027200638,68.5414618015264,82.9821485745528,23.9532842914345,24.5777088620843,23.1947568250768,49.7749079406448,41.113093824921,51.3485604972188
"ncl0320",579.66140207901,414.493858235207,346.81938141023,541.974677017219,836.459691244553,702.384614720322,395.229190808669,464.343142430093,499.653719940196,633.868215407395,592.450223836042,504.071702214365
"ncl0330",49.4832904213789,40.7535927761235,46.9732796492411,35.1279883251901,20.3085812745263,30.6243643548945,38.4963497540911,53.5442943066837,37.6914798407498,23.36373229867,22.1378197518806,19.6836148572672
"ncl0350",169.656995730442,158.044420765942,141.702726941877,363.82559336804,257.665124920553,275.61927919405,146.286129065546,130.788522158949,103.409957511801,542.444915108252,514.440763757986,538.304075879178
"ncl0360",0,0,0,0,0,0,0,0,0,0,0,0
"ncl0370",64.7995469803771,49.6995033855164,63.4139275264755,47.6736984413294,67.2721754718685,43.4668397295277,107.789779311455,147.466253172506,100.510612908666,101.581444776826,94.8763703652024,74.4554127209673
"ncl0380",7661.6628002435,6912.20693085763,4913.40505131062,10175.8254752006,6847.79974850435,5831.47170280459,7363.06849629917,5787.17266170436,6394.98774631389,4991.71219633324,4914.59598491748,4484.44095009044
"ncl0390",1.1781735814614,8.94591060939296,5.48021595907813,7.52742606968359,0,3.95153088450251,7.69926995081823,3.51110126601205,4.83224100522434,3.04744334330479,2.10836378589339,5.9906653913422
"ncl0400",662.133552781308,498.983013990585,628.659059305676,667.431778178612,600.372433928185,611.499404376764,887.126993222056,656.575936744253,616.593952266625,455.084872600181,482.815306969585,382.54677570428
"ncl0410",61.2650262359929,24.8497516927582,59.4994875557054,40.1462723716458,59.6564574939211,50.3820187774071,56.461312972667,43.8887658251506,54.1210992585126,102.597259224594,75.9010962921619,71.8879846961064
"ncl0420",2.3563471629228,1.98798013542066,1.56577598830804,2.50914202322786,2.53857265931579,1.97576544225126,0.855474438979803,2.63332594950904,0.966448201044867,6.09488668660957,3.16254567884008,2.56742802486094
"ncl0430",64.7995469803771,55.6634437917784,96.2952232809442,58.9648375458548,82.5036114277632,61.248728709789,44.4846708269498,61.4442721552108,58.9533402637369,41.6483923584987,37.950548146081,27.38589893185
"ncl0440",24.7416452106894,47.7115232500958,19.5721998538504,40.1462723716458,34.2707309007632,24.6970680281407,33.3635031202123,27.2110348115934,40.5908244438844,45.7116501495718,53.7632765402814,58.1950352301813
"ncl0460",12.9599093960754,16.8978311510756,14.0919838947723,33.8734173135762,16.5007222855526,20.7455371436382,17.1094887795961,14.9221803805512,11.5973784125384,29.4586189852796,30.5712748954541,24.8184709069891
"ncl0490",591.443137893624,470.157302026985,576.205563697357,623.521792772124,761.571797794738,691.51790478794,602.254005041781,475.754221544632,535.412303378857,469.306274868937,515.494945650933,356.016686114051
"ncl0500",76.5812827949911,58.6454139949094,61.0652635440134,66.4922636155384,85.042184087079,95.824623949186,59.0277362896064,70.2220253202409,59.9197884647818,106.660517015668,90.6596427934156,97.5622649447158
"ncl0520",16.4944301404596,9.93990067710329,8.6117679356942,25.0914202322786,19.0392949448684,19.7576544225126,19.6759120965355,11.4110791145392,10.6309302114935,22.3479178509018,22.1378197518806,18.8278055156469
"ncl0530",57.7305054916087,46.7175331823854,54.0192715966272,27.6005622555065,31.7321582414474,38.5274261238995,82.9810205810409,60.5664968387078,75.3829596814997,35.5535056718892,15.8127283942004,28.2417082734704
"ncl0540",11.781735814614,27.8317218958892,20.3550878480045,40.1462723716458,27.9242992524737,26.672833470392,24.8087587304143,31.5999113941084,20.2954122219422,20.3162889553652,25.3003654307206,41.0788483977751
"ncl0550",0,0,0,0,0,0,0,0,0,0,0,0
"ncl0560",260.37636150297,302.17298058394,263.05036603575,228.331924113736,199.27795375629,291.42540273206,193.337223209436,258.943718368388,209.719259626736,344.361097793441,277.24983784498,278.138036026602
"ncl0570",344.026685786729,265.395348078658,258.353038070826,56.4556955226269,128.197919295447,93.8488585069347,215.57955862291,185.210591782135,215.517948833005,60.9488668660957,31.6254567884008,44.5020857642563
"ncl0580",87.1848450281438,55.6634437917784,78.2887994154018,40.1462723716458,60.925743823579,66.1881423154171,100.090509360637,92.1664082328162,73.4500632794099,65.0121246571688,63.2509135768016,33.3765643231922
"ncl0590",1052.10900824503,817.05983565789,918.327617142663,953.473968826588,1118.24125642861,947.379529559478,1036.83502004352,877.775316503012,911.36065358531,569.871905197995,679.947320950617,595.643301767739
"ncl0600",8.24721507022981,7.95192054168263,7.82887994154018,2.50914202322786,11.4235769669211,4.93941360562814,0.855474438979803,7.02220253202409,0.966448201044867,10.1581444776826,6.32509135768016,8.55809341620314
"ncl0610",42.4142489326105,80.5131954845366,15.6577598830804,92.8382548594309,44.4250215380264,54.3335496619096,23.0978098524547,20.1888322795693,30.9263424334358,16.2530311642922,21.0836378589339,60.7624632550423
