locus_tag	gene_name	gene_product	PSS	log2FC_rneTs	padj_rneTs	log2FC_rneWT	padj_rneWT	log2FC_1h	padj_1h	diff_WT_Ts	ratio_PSS_transcript	baseMean
sll5132	sll5132	hypothetical protein	AP004310.1-66616-minus	-1.7009027831487677	0.13296195355365203	1.041781434761243	0.2988610722773746	2.6843556403290987	0.0066524150007528865	2.7426842179100106	0.020677968216296493	7.2379113410672735
sll5132	sll5132	hypothetical protein	AP004310.1-66650-minus	1.4330551934109907	0.06529980165904338	0.8181648087136256	0.5116974542391308	-1.259473914267288	0.08120442799905059	-0.6148903846973651	0.017421212928282945	6.349960390262878
sll5132	sll5132	hypothetical protein	AP004310.1-66658-minus	0.8349131799639317	0.29371711835186126	0.9593603677414265	0.3324534661301785	-0.34189275873284597	0.6429214648323507	0.12444718777749486	0.023725818082908943	8.255279226184339
	NA	NA	AP004310.1-70814-plus	-0.1288008472254403	0.8718504420783796	0.19147493132399174	0.8428809446720368	0.5448445898439795	0.3490695576024398	0.320275778549432	0.6668271578864491	31.90861940641895
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16386-plus	0.09034845845746269	0.919554891053888	0.3296578014682886	0.7346963313483394	0.2870402701059168	0.6704613720029503	0.2393093430108259	0.018982430398248852	9.89761983045675
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16387-plus	-0.19041134440091684	0.9049068884905851	-0.6869756805579382	0.6144627112894218	0.9841483595436148	0.3884671357919276	-0.4965643361570214	0.008698292880152121	4.467346593645483
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16460-plus	-0.24809346331394114	0.8131618669592482	0.4890983462391332	0.6497383420083074	0.6401783412777079	0.40893356219131494	0.7371918095530743	0.016109006733863947	7.100016520229054
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16498-plus	-1.1455914631719468	0.11504193006320582	0.41716572507628336	0.5494670903086907	3.0199982632228153	6.24948815268616e-7	1.5627571882482303	0.05800739148994128	25.62119381357702
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16530-plus	-1.326935731271822	0.05417698205865562	-0.5882352185866575	0.4230541996197996	1.2278120141168858	0.059185740178440784	0.7387005126851645	0.04028806418592562	14.61235595088397
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16531-plus	-1.168028938706554	0.3365685567947588	-0.3385017958872255	0.8009402752982979	1.5896690406355891	0.12880111136955213	0.8295271428193286	0.014654657554584916	5.206439622444372
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16600-plus	-0.4090508152417758	0.6926255978479252	-0.3859316597826305	0.736003902993658	0.4600831216888943	0.5909397260752292	0.02311915545914528	0.018287985128533878	6.942567797509044
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16601-plus	-3.148703913415443	0.021658296987644765	0.09053556929556449	0.9220755102561343	4.926419071788474	7.755595803829897e-5	3.2392394827110076	0.040402541547884266	14.451073723757696
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16604-plus	-0.49269231816918163	0.5402611648820582	-0.7620649754563295	0.367821655925415	0.050269528990174644	0.9474141945239767	-0.2693726572871478	0.027466584045359878	10.603713659043608
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16605-plus	-1.2267924371316647	0.25619586084482326	-0.26425498532568026	0.8396299911025187	1.497448023307226	0.11646202305897627	0.9625374518059845	0.016430180551993637	6.018148414186125
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16673-plus	-1.9273416238601837	0.22576680677014183	0.9831490921769777	0.354127303988267	3.5698704069831093	0.007640582824426653	2.9104907160371614	0.013713437840358209	4.806071325605611
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16675-plus	-2.357977468676802	0.05342070661514289	0.22202137909116193	0.8345278312580461	3.6394954825589783	8.803190887444744e-4	2.5799988477679636	0.02566230102535019	9.193359201571287
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16678-plus	-0.5676775374027173	0.48180776203426645	0.10812356836633881	0.9183063857477426	1.21998213128242	0.06076748397222899	0.6758011057690562	0.03298218953719217	12.213720283018635
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16679-plus	-1.3316348904071398	0.08661534910362566	0.39393901106419765	0.604348926977624	2.3637569391407527	5.051421222274413e-4	1.7255739014713374	0.036515983468581474	13.126538325483082
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16730-plus	-2.507729443351946	0.09333793297909028	0.3161260085600168	0.798957254414138	3.651369861781299	0.00598494980887764	2.823855451911963	0.014762383460863468	6.340263018257034
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16823-plus	-0.9550656320737952	0.6172245327519291	1.410425436891824	0.1536095252246878	3.866230741650866	0.0042167355929311305	2.3654910689656194	0.018858833744366928	4.775643517139184
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16826-plus	-0.37331429348680406	0.7293239037825424	-0.07414355315998229	0.9585058664773365	0.357408440075438	0.6923097120685547	0.2991707403268218	0.026703979732851123	7.193349373318138
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16894-plus	-0.9442985904418916	0.44003195556069286	1.3054784645016855	0.09522129196499082	3.281253937321088	3.963592020305873e-4	2.249777054943577	0.038040804929200166	8.733912861551328
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16895-plus	-0.5651737408070464	0.7216220182498619	0.856295721265076	0.432271688831149	2.7210894970017887	0.010748264479468733	1.4214694620721224	0.02270236117717938	5.277500929215684
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16896-plus	-1.2875288129269322	0.388726897534713	1.488382172241244	0.1298960533025258	3.4882373142565903	0.002987499232666793	2.775910985168176	0.025648183301466468	5.860642567875417
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16899-plus	-0.10440797633793288	0.9195581285895154	0.13074301805177227	0.9090673827117863	0.9459437653277	0.18256808506236938	0.23515099438970516	0.03790935407541621	9.182163370933825
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-16900-plus	-0.7890235015062314	0.3834533937915888	0.641757738812989	0.3380995880023403	2.7941505013188728	5.778722417593832e-5	1.4307812403192204	0.0581829575770958	13.479131779046295
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-17115-plus	-0.706599473806618	0.32733603084286905	-0.6425690505193237	0.38182029040744125	0.7138784290137922	0.2718271593761692	0.06403042328729436	0.12442149719283169	13.030158775678089
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-17188-plus	-0.4924685582567873	0.6937041571406677	-0.24375795872137115	0.8621362589569104	0.9663481361146367	0.31881244763611355	0.24871059953541616	0.025938284147988742	5.473820109964068
CRISPR1	CRISPR1 array	CRISPR1 array	AP004311.1-17261-plus	0.15054072841952895	0.8941180347773326	0.13768163245084725	0.9253432733127502	0.10720512976161031	0.9040148253944829	-0.012859095968681705	0.049551172168510745	6.2216861476098195
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-22177-minus	-0.82662868777966525	0.7350989722023885	0.974259403233251	0.4196581452859181	4.460299606248761	0.003956498247076711	1.8008880910129164	0.011951952269969536	4.019903976043717
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-24402-minus	0.5351462338371296	0.6232778804321619	0.4665866994958913	0.6842872108916025	0.7881612026852025	0.3387994727977014	-0.06855953434123824	0.25833145539649144	5.918888248230866
slr7025	slr7025	hypothetical protein	AP004311.1-24415-plus	1.051725553017614	0.3585068850889355	-0.6720641305400077	0.5459975999958452	0.554232580783121	0.5506758137207253	-1.7237896835576216	0.2400970742971597	6.044232439031232
	NA	NA	AP004311.1-31305-plus	2.398263251089504	0.010496815756889754	1.2965789012961717	0.21529560351092242	-0.1685751779239218	0.8390302416585403	-1.1016843497933322	0.7342007014775391	7.729234448397754
	NA	NA	AP004311.1-32181-plus	1.9521077413549413	1.4524171810052417e-4	-0.8024638214524684	0.2817507725522799	-2.411413792420252	3.410550038886696e-6	-2.75457156280741	0.04422768495082132	23.221803794516024
	NA	NA	AP004311.1-32250-plus	-0.5698177579759639	0.49120634077132735	0.24282533439788656	0.8311732771838408	1.1292462888160943	0.09939110389693492	0.8126430923738505	0.04577544093719252	20.084863000841207
	NA	NA	AP004311.1-32251-plus	-0.20355245272786596	0.8725970281114156	-0.3227103566600013	0.8055389393593556	0.8571881681200291	0.34316947061506653	-0.11915790393213535	0.01563857677576735	7.065077968566689
	NA	NA	AP004311.1-32284-plus	-3.6015455771794236	0.03218403759167387	1.0526565199470144	0.5730756533954194	5.842002828912997	1.494383502778872e-4	4.654202097126438	0.06449105028978279	31.014733559847112
	NA	NA	AP004311.1-32285-plus	-2.505859957907537	0.09890496940566278	0.7877349605460267	0.7007151398930062	4.275294740087253	0.0017679448374621604	3.2935949184535636	0.08152175606639281	39.809007500490935
ssr7036	ssr7036	hypothetical protein	AP004311.1-32293-plus	-1.5724116562112662	0.5702529383031557	1.1305736858382691	0.728480890058782	3.6180739472257724	0.10413405149381699	2.7029853420495353	0.013768979658952503	6.613872207337541
ssr7036	ssr7036	hypothetical protein	AP004311.1-32294-plus	-4.094145789534261	0.07649541788948643	1.3450536509549076	0.5908560998657244	5.715809779618591	0.006604481489241012	5.439199440489169	0.022124084315073414	10.358801668282222
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-32418-minus	0.012776891054368406	0.9963586973365631	2.560363614040402	2.883756860759882e-4	4.149350323358678	1.7201161378908277e-5	2.5475867229860336	0.002015158614547951	9.594040021726924
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-32426-minus	-2.0770160226277614	0.29259960478827324	0.028356593750319938	0.9879368795049714	3.9625898638647836	0.013964042359830288	2.1053726163780815	9.003928323281602e-4	4.062527470129598
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-32463-minus	1.783974178543098	1.1856140318245921e-4	0.014565019288093426	0.9871461258307443	-1.0292900768923288	0.019905383980711976	-1.7694091592550045	0.013185817178208374	35.10644854622473
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-32464-minus	1.9050916416506314	0.014235353189084676	0.49205877015232197	0.6842872108916025	-1.0698474187538662	0.12269473595173708	-1.4130328714983094	0.0029214439304384603	7.019111887100469
ssr7036	ssr7036	hypothetical protein	AP004311.1-32469-plus	-2.0720817656208252	0.1528622375248034	-0.9398520375433775	0.5272551945575976	1.323387920371543	0.35292757186231327	1.1322297280774478	0.21147202550997254	3.9046916796500635
ssr7036	ssr7036	hypothetical protein	AP004311.1-32472-plus	-0.2357660594270817	0.808262229476262	-1.0151315057787689	0.367821655925415	-1.6243450897707905	0.043480113692227124	-0.7793654463516871	0.36763290661156955	8.4454090060454
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-35847-minus	2.4544911996209327	0.022763468730403764	1.347555778903618	0.2871367528844193	-0.4372050843950042	0.6332244858610668	-1.1069354207173145	0.1401514193879708	4.9233360401344415
	NA	NA	AP004311.1-39094-plus	-2.951580319369766	0.016247671610823595	-1.862140854093103	0.04728937218197659	1.4562364700047443	0.2585384819428666	1.089439465276663	0.024435208909931207	6.804232452850772
	NA	NA	AP004311.1-39347-plus	-3.6295154222418224	0.02491313804091692	-1.0275507651649258	0.3285358827632574	3.245571086285618	0.03610113731065225	2.6019646570768966	0.032939322381312273	4.709416518055156
	NA	NA	AP004311.1-39461-plus	-2.515483586897178	4.431511459121303e-4	0.44451569000923585	0.5402464974650601	2.6470287532792196	1.3946657388550177e-4	2.959999276906414	0.18302546071755685	16.611172867724438
sll7106,sll7047	NA	NA	AP004311.1-41154-minus	1.3140890502133644	0.08234839140161804	0.250370094988118	0.8239110907083844	-0.06087508440034938	0.9304466020573341	-1.0637189552252464	0.06603954353580324	9.519657769802366
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-42708-minus	-1.5738974797353216	0.3597901777201789	0.3278331791055169	0.8329248609725458	2.9208424228550935	0.03778272210417967	1.9017306588408385	0.04581222858905503	3.704247437812736
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-42727-minus	1.7121440215810526	0.017150804139189776	0.17188113658155804	0.8859291113636943	-0.8293989075760188	0.19924037259131833	-1.5402628849994946	0.1314067083145269	8.342152742362135
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-45485-minus	-2.758534354061822	0.11351912979782437	-0.20433261215176549	0.8844335639601275	3.8685199329303974	0.011709881558156202	2.5542017419100564	0.09303224359180855	4.422316794408075
	NA	NA	AP004311.1-47213-plus	-0.17482382473820315	0.9195581285895154	1.4823056612985201	0.21405470180170483	2.0874746332779086	0.05887023256417396	1.6571294860367234	0.037562716400583784	3.3358113981213924
	NA	NA	AP004311.1-47349-plus	-0.4414261878153317	0.7555375747427254	2.9043500130184796	0.009923199630502989	2.2197354125325304	0.021505748225249362	3.345776200833811	0.04925692571055842	4.8948453398190335
	NA	NA	AP004311.1-47507-plus	1.0801983475048258	0.41521228526734316	1.9394814501861237	0.013876409897247933	2.6666963308539833	0.0015341797122141827	0.8592831026812979	0.039193055864055075	7.053436610613006
	NA	NA	AP004311.1-47508-plus	0.5935566532281353	0.7214663164407228	1.8539562394610405	0.07040782158665107	2.3685248906289704	0.019357920303721195	1.2603995862329052	0.022084713675829887	4.292846639996901
slr7057	slr7057	hypothetical protein	AP004311.1-47740-plus	0.5589847865522405	0.24926282729803942	0.7450744436695733	0.11266106117576688	0.6484598337964832	0.11023116190834711	0.18608965711733283	0.25288816074055537	30.10984589765173
sll7106	sll7106	exodeoxyribonuclease V alpha chain	AP004311.1-52732-minus	1.1839490337806606	0.15600568549063534	-1.8969691961907105	0.004754860026169643	0.1759515125376547	0.8191339260585445	-3.0809182299713713	0.20024242342199666	19.406148630803834
sll7106,sll7062	NA	NA	AP004311.1-53093-minus	-0.06669308034167216	0.9686813734727028	-0.743221721904384	0.48795776023255155	1.580606045012758	0.126071853107114	-0.6765286415627118	0.0451152862000963	5.250992750598713
sll7106,sll7062	NA	NA	AP004311.1-53102-minus	-1.2533231432120309	0.6098183042137016	-1.187623836998591	0.3093603750357018	4.179854362087263	0.008484794193126331	0.06569930621343989	0.03662447191577775	3.597052265733041
sll7106,sll7062	NA	NA	AP004311.1-53130-minus	1.5708094887112345	0.5369069752233545	-0.6801107534046833	0.6155659993797887	3.4575316506708482	0.03064278973312489	-2.250920242115918	0.042435440275768295	3.343126773431827
sll7106,sll7062	NA	NA	AP004311.1-53161-minus	-0.4058966444863042	0.8052304783819145	-0.2558253976827216	0.8302701414371282	2.611106229923326	0.01148946354130458	0.15007124680358258	0.08346825040981105	6.4878552148788895
sll7106,sll7062	NA	NA	AP004311.1-53604-minus	-0.6219645134728617	0.7216220182498619	-1.729027162192054	0.0656298490578721	1.4552230053306836	0.25833224434236113	-1.1070626487191924	0.039876302101047076	4.447507316582066
sll7106,sll7063	NA	NA	AP004311.1-54053-minus	0.2639272563426508	0.8812581398840724	-0.410694670155886	0.7247640921919893	2.3944955379146418	0.024116341256138794	-0.6746219264985368	0.04206905123979796	5.9445279245266205
sll7106,sll7063	NA	NA	AP004311.1-54160-minus	0.25556489103457397	0.903066838978346	-0.9744110561160308	0.45768814938564284	1.7760224134474425	0.1787887475967416	-1.2299759471506049	0.029008305184342612	3.8812313125112414
sll7106,sll7063	NA	NA	AP004311.1-54751-minus	-1.24671555910308	0.48831668754657315	-0.3011423037021601	0.8325390623365365	2.918385780286142	0.03598123197261551	0.94557325540092	0.025066085632124507	4.21425463356957
sll7106,sll7063	NA	NA	AP004311.1-54991-minus	-0.6877056279122348	0.7372628765750943	-0.01578063322641921	0.9894276033315306	3.40894135968442	0.011731276373819903	0.6719249946858156	0.062604610502429	4.991555897886329
sll7106,sll7063	NA	NA	AP004311.1-55600-minus	-0.7173712662270515	0.7276273307481119	-2.427092276500952	0.021368724255941638	1.2653914759199134	0.42743905872379045	-1.7097210102739004	0.017949077715293773	3.784774936631649
sll7106,sll7063	NA	NA	AP004311.1-55855-minus	-1.8482626605254135	0.33366845273484236	-0.6137405199493507	0.5916883459618144	3.729792841612016	0.014697632713833812	1.234522140576063	0.03116496460809167	4.302449993069494
sll7106,sll7063	NA	NA	AP004311.1-55897-minus	-2.8175296371681724	0.1239628314967136	-0.8915380119994524	0.432271688831149	4.494346341982654	0.0036723374635273653	1.9259916251687201	0.030661169049024207	4.154256958650698
	NA	NA	AP004311.1-5638-plus	-1.3599384122830318	0.04983222799476556	-0.1479548195150261	0.8863349075393291	0.9498295388509627	0.15881198798498805	1.2119835927680058	0.13429899078204077	13.633417192581904
	NA	NA	AP004311.1-5646-plus	0.37590751015727597	0.7531828722020866	-0.12813627870514896	0.9220755102561343	0.9237137155655752	0.26741506579158686	-0.504043788862425	0.05998619252180435	6.14174361284725
sll7106,sll7064	NA	NA	AP004311.1-56621-minus	0.594974391309729	0.8207585762884138	-1.4780451038970652	0.2633366255701605	1.8754462555834022	0.2381225799489766	-2.073019495206794	0.01964421346045608	3.2035686947531716
sll7106,sll7064	NA	NA	AP004311.1-56637-minus	0.04903505856499704	0.9854307480245612	1.0337435937081205	0.3752684678831124	3.456939685435857	0.01192462127098223	0.9847085351431235	0.02731727918010726	3.8666646350962575
